BmV18hpi_uninfected_b	BmV18hpi_uninfected	aquamarine
BmV18hpi_uninfected_c	BmV18hpi_uninfected	aquamarine
BmV4dpi_uninfected_b	BmV4dpi_uninfected	aquamarine3
BmV4dpi_uninfected_c	BmV4dpi_uninfected	aquamarine3
BmV8dpi_uninfected_b	BmV8dpi_uninfected	aquamarine4
BmV8dpi_uninfected_c	BmV8dpi_uninfected	aquamarine4
BmV18hpi_a	BmV18hpi	indianred1
BmV18hpi_b	BmV18hpi	indianred1
BmV4dpi_a	BmV4dpi	indianred3
BmV4dpi_b	BmV4dpi	indianred3
BmV8dpi_a	BmV8dpi	red
BmV8dpi_b	BmV8dpi	red
