agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	polyAd_BmAF_a	agss_BmAF_b	polyAd_BmAF_b	agss_BmAF_c	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b
gene320	1018.99248992396	450.653819997632	557.611843699088	616.143509258786	462.209911606431	670.17374684755	90.7667781917525	59.4904794095664	56.4680402406626	363.128320025352	133.273938844079	159.133787365631	284.119756266819	114.575621135905	193.049417089604	175.375611142232	320.675450535309	395.003626978167	983.186932854516	550.728701695984	291.575219181943	463.064937010686	286.778112925638	277.721573162459	739.048806578598	253.161486059195	611.45023217529	370.646473319204	385.827664160837	185.216546314374	418.588527473716	166.273169504024	371.540407826259	160.515624143934	449.760072950697
gene321	293.253968437447	22.647895687441	297.017687696882	327.5185339804	477.944077997041	618.143086111673	603.475345935145	810.309822229352	405.168955891498	481.919390233283	692.721384068092	241.876006337826	309.446087149842	314.847583784766	554.312155235291	511.063798248685	381.156589521832	220.85360751438	148.92228182292	329.920392032496	411.975536957644	432.162726856283	0	90.7604185585868	163.998264364567	103.089157286367	212.241022435972	0	0	716.645320799061	132.350056806989	405.715209853319	858.408721662607	373.565220494105	886.471809322257
gene322	373.067325199937	4.69528330327064	27.0984300648258	313.504954907235	115.87894609967	116.129799908417	420.429598157312	284.956490347009	579.161965709663	260.389461008587	330.870860040157	262.742947792424	122.845680901557	245.328998594668	189.148340699215	252.475731601835	219.64094556487	109.948765645687	82.0797780344908	99.2340511074287	172.720150548817	138.051982190201	0	176.137387060649	55.0089173805917	0	89.6466968863051	117.924722299306	0	211.165251644684	0	132.879748004738	134.336986900518	195.851992259049	0
gene323	992.089553020118	2099.24978615696	1118.41205210958	1093.48718577151	871.795786572562	993.482570192922	1198.64327885208	993.168133652078	948.318772634462	1196.35077253396	1077.26480965762	968.936882610356	1131.06387921948	1126.40097377502	838.800645915663	884.343199982096	849.711375076231	882.731919925672	1104.83282089607	999.474715054136	788.971724581296	1251.91647693052	981.26413275125	938.615648594283	1162.06809353596	717.589039207939	1181.29811963953	1021.31098149827	737.775038703147	899.243959080537	918.47547581583	996.34923071152	1240.83711624021	1194.74086782946	1072.1406583792
gene324	12.3167221676017	1804.51946843112	238.463642503857	309.008795188878	205.151917334737	505.186028969631	560.754542363349	1060.81529815546	359.866848080475	620.415608841863	900.294635209723	799.41162558919	623.220091602479	567.112645208802	531.352067463815	620.153642034855	629.708874989595	1127.89165142183	485.873525520956	548.121549182683	525.824010773825	780.210574102889	1032.8925921613	1884.65662666798	906.500212867506	2601.70193210194	1381.34700554217	1392.45512091021	1457.74095686906	0	1997.13936837385	1539.34951999098	1734.26534868648	1880.3442274717	992.96069458401
gene325	1597.28301060502	42.5276017583363	701.327505609957	1666.01253530128	562.038598591199	274.005542175233	188.293664138679	228.627881790042	117.662701837178	54.6922470776377	271.335249230177	169.77702215569	129.099424660117	246.917853138674	191.713401864965	201.570722498232	157.128674266293	112.260246672285	394.512091803989	136.024565505195	66.4790431462635	109.60956594466	100.029353624661	155.859078626312	270.395781373199	0	354.646227469772	238.920972249199	199.963839232859	11.6747791606977	153.763031739252	757.542141793431	504.072905903739	513.037798135947	235.379379193362
gene328	0	0	0	0	0	0	184.876156183	391.815174227137	187.279800424174	273.087654465527	72.5830374627752	73.1993177075001	171.914492861023	275.503153502034	339.773143980948	274.561138822096	230.848210609562	10.7749790332773	0	179.112668333396	154.483771016998	584.776530193001	0	1739.57468903958	0	474.210123517286	0	505.897058664024	1888.89109275346	1345.68044798098	1067.8728373822	344.329218568242	512.923040892888	521.154102689317	1236.55492329377
gene329	0	0	0	0	0	0	76.4727206272208	55.7204801021595	76.8137638408744	109.841249698454	58.772066151502	99.195050243455	10.8515494636118	0	82.932812674991	54.2791895968051	0	52.9745599910993	0	68.0012392877266	53.6418992432577	93.1107974485068	0	0	0	0	0	0	0	628.30871244082	0	0	130.181928212011	0	0
gene33	1636.68177927037	112.857203706673	902.780892923077	1232.70360815257	1431.77475818373	1540.4357534804	1694.4136734885	2309.78823039156	2678.52603915566	1853.48339347677	2046.95647707449	2301.89261808079	1502.2895562013	2482.74964915925	2501.3957751905	2506.41233095709	2668.86056144851	2330.35089400846	2570.22715465094	2353.76138150736	2331.36348664196	1319.85472550294	1604.38499837077	2552.35281392558	1782.03678137068	1107.62515004106	1960.88244075135	1468.68166140448	591.958958795676	2795.66856177437	2987.31630013022	2536.72071446022	1904.76453121256	3256.42541138275	1767.2457268777
gene330	0.936369946893077	6.51440506757806	392.198974024244	0.755664849032245	128.721393860127	109.682227780326	50.5929540101422	81.7941495737489	63.7450303406831	139.24533171526	84.0771336504947	73.643617554132	96.904315409534	86.7698593196717	95.6771399450241	99.2324300739956	84.9828483961777	132.489503559776	127.73320482243	100.081372968882	137.08284470672	149.160924641586	185.511940231078	124.376386820009	141.626517881092	199.598079424536	164.088307914353	145.853981585183	171.515370899561	76.3033346800756	201.377747907262	123.542088574049	100.844113479269	92.841802199549	114.781389759046
gene331	0	0	0	0	0	0	17.8677152918482	37.363176181863	45.5565845574713	0	36.7173644531379	0	0	0	13.8480050611151	15.985182582259	0	13.4983253823474	0.520537269794785	17.0368382057347	0	0	0	153.533312635882	0	0	0	0	0	0	0	0	0	0	0
gene332	1753.87963107981	1137.55014173066	825.945695348981	884.017232198114	1145.39714370984	1517.59318209155	171.340274497683	395.365426228996	240.712370746419	300.415774104459	167.769532579365	280.019237323898	170.596418983666	115.741964302569	329.91885038779	217.969052030573	230.25124785512	157.006837342041	190.296021315066	154.040634598401	209.836415102162	545.543107967812	538.940509302234	334.236607976533	314.941837741552	266.331172244185	342.196350117844	187.969165785521	382.329763352508	200.100557281397	484.764874801113	437.216524674594	471.558279530559	571.668659695891	228.64412587307
gene333	41.7774828519873	978.262276236439	522.068191717659	631.350492188026	785.057668522913	582.728497011038	469.047061085167	601.600512493969	182.587299815192	451.283086139881	291.825989605177	423.045580592076	382.453930221991	382.714751561273	564.182563338108	375.956376664052	235.754740521472	230.397638410537	135.831400987893	186.243617658145	188.051073002685	152.183560850013	345.637141542354	124.582322654902	101.967423559972	0	101.014491097084	306.267350200198	230.315493402132	0	105.209146540118	364.809766884568	354.555097391397	915.876354211407	458.429010306669
gene335	0	0	0	0	0	0	2215.35359802194	3055.8970352365	2493.21072419198	1313.3007944369	802.449400198032	1029.26136139721	1238.80797556377	738.021268153222	1245.90912861735	1054.29196172152	1057.02205053094	1048.33254654593	0.0200200719130564	1075.13227301187	822.364735940112	1338.5618436233	1222.68813616303	1047.92107768183	0.0964646330209464	429.199625963464	0.323214985687956	601.291952439831	1055.94939665071	869.964489231953	834.37210874038	2396.04449907762	1352.40998727785	1664.0908200724	2416.33751483662
gene336	747.930418632191	291.898907145643	350.309416311603	249.629476036904	348.642216544276	387.54659500749	206.656682893191	213.030113926854	174.266785550818	294.864636471607	259.941222540634	275.591465622527	238.92917071434	253.581222917448	219.180995615707	216.972767092636	209.478360399238	181.040838649264	281.049325465763	229.919579465424	182.165102289096	370.836481499637	480.444547453342	310.171926541242	396.392141507115	224.166985878005	318.608852251059	322.820618375455	270.781920796737	355.314351237768	396.16038098089	248.703560912028	303.710676159362	394.279161974658	247.983213664423
gene337	549.581620653471	37.484142082671	356.22837676586	454.343278928328	398.097325118535	328.693225159613	626.371692220671	448.691161083149	644.417404417993	394.126953051703	354.81611776648	338.970128992243	132.925272949002	378.518407935803	320.260124453765	343.342965300674	212.244416049581	213.403536111961	171.33761106992	201.739023515784	264.166419811653	244.327382387693	250.799263142593	347.812410862137	193.310878148458	153.426929445338	212.361652125533	359.494770447758	144.430768538851	302.8208489431	240.484781542764	473.437803912576	186.989102651123	496.238096387605	173.684463327594
gene339	348.213647819609	1450.88351543626	819.553937619268	1062.63116266022	708.42021869445	837.830118627165	364.696595321476	580.191853260747	365.024244277446	460.520400795401	501.625423733951	611.800046633369	934.847784365198	619.852931319573	704.892577541465	604.969643915063	595.659667895078	673.909271883391	746.07346869766	686.903221139618	572.552275536634	273.089261577696	678.653143026572	291.049072791991	746.825164402271	270.403514327429	751.437186323046	735.915179838845	354.981677904204	464.786525409031	363.952864116762	253.658167220559	490.343194094185	344.07628500556	293.091601120313
gene34	3582.12187270594	2635.42541393581	3984.16320371397	2448.54277518845	3913.80010712607	4050.38375683215	2608.55515959952	2709.2885948129	3085.27292577325	2406.76969074371	3597.26454549409	4349.36248171592	3446.79181032196	3485.32681730342	5617.17863274659	5362.73048534327	10161.8256221497	7979.14904503129	9371.9832355963	9952.99315728563	8940.53404742208	4080.66104201312	5354.85851252364	6480.00727323501	6173.58858981538	3981.41956011539	7039.59765592993	8821.7126257665	6444.57715927603	10584.7180024402	10035.5497913067	6360.4390851184	10691.963516935	6361.52311294756	6993.36974613443
gene340	0	23.1314497355726	7.6872094292714	1065.71983314058	110.475441568935	31.8176567442415	57.1037594837433	0	215.775293215255	75.9208393229049	45.6506613716333	40.4410589454086	22.505169974534	106.810453357712	73.051654421407	136.097308689177	90.8493820965511	38.3636616129874	128.850618117587	55.9118053842748	0	55.9985505222225	0	0	121.004570388144	0	53.8426002664625	0	0	244.571655751027	0	47.2628038069076	6.10925706274408	179.713292791548	0
gene341	13.6563584024241	389.522738734532	428.128267948302	652.98772152053	380.830145029141	332.96432647584	250.890814041318	303.345938377259	347.66181036664	126.92527150177	255.946714233665	150.749760838857	182.912389710718	194.500516916821	222.229927937735	293.816894832196	210.258858010179	214.891468974074	138.399928679908	32.4802572003083	173.347491162969	375.19604966664	106.204005082973	182.208862815582	129.575245647467	0	150.838828052421	282.320520349154	212.307286099085	139.104433182195	163.254576908342	323.011116964287	81.7081705922562	359.531217989946	313.955993092455
gene342	3987.15205698955	3760.16580172961	3465.38970298792	4006.94084290231	2549.3823258363	2449.95146730523	2017.10282401766	1927.12292609061	1361.97767796865	1523.40886984633	1736.64504046932	1946.78781200885	1539.75176544254	1320.78776960903	1372.41043624958	1562.91069692274	1802.63127764959	1330.58135879916	2107.08218089882	1741.58583008205	1243.50156899011	1240.30412131446	941.989448533292	1561.50611201105	1454.77862808826	1014.72895444446	1268.6493282295	900.811861326362	936.279645865759	1184.0741675737	1436.93024379391	3097.93838436896	2220.02251566641	3085.92157891898	1615.85317770672
gene343	12.215563467377	25.3985249470482	735.123966464677	264.893528763022	507.126845850121	529.917418619837	485.05692111987	713.043513451704	627.873007501409	453.859431492602	333.805857937572	522.40088608518	489.470956347278	355.059072426971	498.486753593221	410.904190541606	626.267417896528	464.35397823575	360.969985277577	492.762781777225	703.745910989231	203.280109959267	404.267788349085	209.19686529306	289.414958074762	424.086087218558	292.841458448696	263.879896575368	61.8593171727549	344.307995487436	819.941722707859	492.048856851603	325.204397242834	435.055080863206	621.307616948921
gene345	1731.05251760018	1099.76864859525	968.367460670388	1641.61065107432	1165.92119009152	1383.07022961976	1234.49054044464	1360.28871068761	1276.16770851326	1455.95724034357	1079.26843028362	1359.8626340155	1361.01210293823	1247.46043269909	1358.05324442302	1277.17648344263	1603.15121907757	1326.00038772006	1275.48286989025	1443.51701442518	1799.66994437815	920.834890685716	931.305078965607	1123.9392319504	1052.30291939753	1281.67083032032	907.871289158717	851.409961775379	1296.80616366759	1170.44242601362	1407.37391297876	1314.10232867333	1082.1296573569	1698.44916718832	1311.11153578498
gene346	14.3546744924428	904.812434611084	270.790802551678	193.132755829271	186.187681194917	220.197608525128	358.836884791094	447.971372534158	319.547127094651	576.105039482384	242.159286450294	281.496323534807	168.075891744509	280.801291069381	308.311147594378	299.246284050565	459.859118387571	378.906593523594	292.950609192608	392.224290103676	403.803222782159	217.055785193045	169.786666020806	288.644110452828	206.691692284825	172.789113832209	297.538972325998	121.40039832497	48.1674229731053	148.256040628392	434.9875239992	560.250788811093	222.28116500494	559.950306635369	75.2874733435524
gene347	1079.53628252835	1791.86216368749	807.321938777699	815.923064102952	669.751185488513	613.881278860824	374.013358892835	1006.07978435591	600.300121507877	438.095409728174	580.056100569015	570.144398530061	542.914982698183	382.37075530991	348.512492263413	379.090947879789	468.351732744508	530.412611545023	553.512329896711	444.880745976001	562.507048012419	328.362287121178	482.570134009369	413.547619748025	366.619574844216	506.042724721414	551.629782599626	580.348633338159	47.8275953221323	441.222115796057	438.384578642069	528.122004336738	722.814346861743	844.059686509675	532.324732872255
gene348	358.608616645011	824.870510240342	974.324589412903	646.991551324106	525.598631128316	535.088859180436	536.189302054412	676.194120220874	405.052082597001	364.829396502054	486.989998848439	524.805368798301	377.115690588634	450.72604709209	423.740052404517	389.459973976018	323.094970520477	537.891395359472	429.358371580027	386.347319303849	607.26865101416	225.284749846416	292.389220367026	433.526745624166	337.779085119077	346.209209954966	525.008827528871	220.346715574896	206.776234557425	618.716502814933	706.651253594907	632.02397499622	504.832458309795	875.411683081733	472.272234923868
gene349	14.5184160265772	36.099284860329	216.808094809814	436.38295630096	447.767524945503	533.938738805038	336.48476228362	454.207230453684	416.722069006671	534.701037735023	258.346404528522	356.856356273495	254.4111228768	345.817007788679	462.37793560761	301.780919498131	368.432135434529	323.194396615497	349.694846795625	385.460769171821	372.462597378468	330.928934168715	740.325098551115	504.542057366179	303.60164264183	87.7201876836005	357.542218598298	185.731437621407	613.034473362441	301.308908596777	424.343557711808	443.34901243691	466.092221779108	454.975803935118	366.697796753477
gene35	570.781155787719	475.2830298703	145.73667876327	232.657872044293	520.001222796682	365.74240353073	117.680784031871	157.082265303789	111.014759183377	51.4689908769146	89.0187896746849	151.701519320032	200.014698148671	139.966198254168	128.186938136393	160.48766101804	170.230848769988	105.425473427023	151.127932271765	97.148697859519	152.705260375878	189.082605747692	147.722804718597	221.933107696418	154.254756846218	73.6849576542244	117.224853322414	133.302106087136	64.488338152597	59.4051679626836	198.354310943635	199.224533747067	173.731997721785	301.987674639432	217.620951281983
gene350	6.21911469380706	19.2591024641443	143.891521403955	170.099376179796	209.852362090643	204.882015182884	271.484995172037	416.156244110579	254.895300612119	447.836228631555	189.05788793098	220.205845043721	203.794970186265	215.957408860338	236.408455180619	230.749988053119	204.73193179859	139.094770487397	132.294672694763	182.161708356603	287.724896957146	264.793736867452	265.522438406727	622.855102840759	146.297681185246	126.72903198644	263.094664868996	398.693557424573	114.307246356154	149.541792154383	269.057758310867	231.336415029468	264.832232863932	377.82580162234	326.125613728691
gene351	338.06430648159	344.333925572421	192.636179351552	4.33638676996966	293.616560316769	241.964784218404	173.185383645833	134.964833991595	244.956158629	54.0572924560608	185.34745606032	284.253008834249	149.900983875455	199.5568968427	414.859024528995	309.362335888868	312.964531824743	446.731616737078	388.639973742922	182.786368623999	329.137886370257	800.246190180782	780.656129889256	889.499700520332	922.990625299817	233.664993794447	640.580161180736	121.768816449704	917.983461246933	426.98115812986	263.484638405097	493.173061147417	225.754441371063	549.374720157249	285.074276290177
gene352	11.8517681849609	6.18403166772231	104.09762768805	0	39.3391268966499	12.493643004396	105.79588827725	240.570816241821	286.256544612448	93.905435468314	153.478853792352	77.660990405862	32.373508395907	117.391590956499	62.8301813787721	89.931004244205	103.230171949934	49.938729356271	63.9563176441538	84.1332172432547	59.5865973922708	172.745528619892	160.156616081012	0	95.3878643746715	33.8721516798061	100.077748622103	76.1119850497522	137.733225757315	0	0	94.7956807784262	35.4555097391397	251.522250332682	315.246576478345
gene354	242.755674135399	245.495797125869	65.9441985354164	2.01966532803188	56.2313543759979	32.0802079195833	30.0297735997448	41.026232670281	28.3952221628181	116.300305335332	53.3281309067709	43.5932789350381	50.3132172717082	88.7785657891344	41.3585148243437	46.8786622951294	57.6394428521215	22.4832788102257	33.1061910131402	56.2883772091431	17.7751203885105	0	19.4627249133955	133.89629423615	55.6571732751167	133.146362560834	50.6263988692392	25.8687354618569	0	0	0	27.801649298181	14.9736692714316	11.3305146454542	0
gene355	3931.2531870153	7765.94216200184	6025.98315987362	3081.42063202373	5521.62361367547	7229.29355354769	8295.66714699949	7179.6714832276	7918.69983364205	12173.9890451809	10245.2802710168	12695.9753190628	12582.768610965	10755.942909772	10872.6536602443	10655.5149172071	10975.2462771661	10161.5185545186	6551.74135071482	7918.97549517843	7930.53631385828	9784.38088545297	8390.88901581547	5774.76270328158	8981.73328423041	13758.3214823101	9544.41011131148	9132.55068889652	11232.8998573939	6471.10228820576	4955.26526614805	7334.0343995197	8149.66510567383	8198.75832479551	8505.55027305911
gene356	5.92096634634563	163.082238168457	175.108623505127	275.030649659811	282.577732478	257.387708593801	279.586092561461	454.280410158071	253.8780288603	456.083711719532	277.243823804645	297.737971665583	143.342057721617	302.481885546217	360.506678570597	299.376727615127	307.099844025966	319.378809472436	288.641935419795	320.229577877614	647.27078674098	25.5595043877364	479.763645245101	425.339118115028	231.911094905836	222.801564576267	220.173833195424	179.676174391308	0	701.294134092811	869.903565721748	400.645415092622	368.884419584726	452.59811273142	63.3122874037066
gene357	759.340109244756	899.302615019178	634.466218925811	1540.15861090558	501.374351369537	933.491124222694	367.98470026864	451.364055588174	319.08529311777	545.412950573623	668.48956652013	764.397545466293	1165.66326089065	849.066954691145	1063.74012094143	1232.28336115473	953.778154657381	1137.29512353178	1178.28505142579	1053.64575266976	725.618259592448	1393.0430382382	1233.57226209355	1833.61414145332	1289.48289150725	1330.50871683077	1491.54145903013	1443.39860094351	1594.44232608647	190.973882843353	679.599571812813	863.480744692585	1446.22423285108	634.074803821726	1112.47379443901
gene358	549.676336392988	161.108828633344	84.6322176325611	226.801848320653	200.264612599868	147.552835679473	53.9559346792163	126.366514566301	12.7547644267943	125.377402337114	105.819007352372	63.9728093087167	115.168733428848	74.6391282658418	67.1666702855581	110.20388308107	136.339145445076	153.37763418333	152.096324317764	131.828779099708	87.9598105934047	280.087601104545	34.2771438766949	120.288947260931	132.855882023559	319.501171400431	136.913461617946	46.4795978623607	139.812115235983	274.816075311167	107.509111622567	172.586083982704	27.0384293783033	251.320487226724	248.101809175501
gene36	57.3075207803679	9.99778980792186	103.850430155282	174.887563503996	211.743349546067	162.616466191044	69.2675835830767	158.199039795671	118.718251141258	119.526181218809	93.4448585697586	127.350932572087	104.509496451662	168.992415367129	149.99105332908	77.8898585681498	134.025369511244	133.929780852376	101.378037385369	99.3706587262527	214.785910409789	198.08194404711	181.190347369312	58.5575482048596	101.168905374754	155.535530668548	125.851728450999	174.516143121992	68.0615706096011	72.4103277407567	157.008689401294	310.288412750257	130.970220672284	248.752629774929	171.907059626734
gene360	1661.66627409555	1241.1898444273	2305.62588205865	2616.29698843944	2251.28744969474	2774.3516241161	1672.38498223761	3153.70478860855	2699.24412733532	2221.83104063937	1191.38472698942	1893.17574530833	1412.1684321079	1567.19836030031	1709.79471316093	1672.41662969442	2439.75845608401	1977.83917511958	2359.68544823367	2093.39528576937	2388.00564361989	1391.08644181753	1786.96753450469	1809.45663680551	2010.1964726407	1767.94552441161	1489.22696753765	1445.62644992456	893.153152025404	3019.41103372109	2775.23120152354	2195.24011326457	1442.67745546728	1584.00842495227	1635.03613052216
gene361	3889.41897854847	1700.49788368335	638.01771808805	616.371481697292	1007.39466956395	761.445895641255	215.765307174701	148.954529045027	75.9114205401146	194.42597335003	179.056678530367	278.594679198342	334.955979638897	194.698010216822	293.954978081878	274.467515027912	514.876874457896	450.960182397349	477.27542098325	386.559696981829	310.140094375682	394.022059118058	693.751968687163	346.142875306348	400.947950605351	158.462274525214	331.200995517295	492.088454085105	277.369196355256	262.703453658998	310.423546350627	625.482552209105	809.414975560942	900.244111126214	678.008222308517
gene362	0	0	0	0	0	0	0	0	0	0	26.1583828144167	15.8669866063821	0	11.0424340877333	5.01890959875223	6.04908261786747	0	0	0	0	0	0	108.147942382889	39.5138849033921	0	258.543711067454	0	0	81.7726017915509	0	0	0	0	0	127.152177202444
gene363	666.843757438159	1011.33544442043	665.487842848208	620.144494572763	546.931158196862	308.534752250036	299.569010960473	256.071118035084	389.293470149199	98.9427420655944	236.942736964128	220.533637616303	287.38165264105	322.651889234104	283.830109516004	260.706971458755	207.399652890404	284.699193167505	321.890695899882	237.455786780599	253.386930434366	20.8549174142495	228.385603850995	0	268.575023832913	434.719514184215	234.764875655191	177.325387726532	76.0924343983446	450.678618554407	409.581173039955	583.423761329694	347.024723641492	508.897030195229	308.315898703272
gene364	205.191192683216	465.908824961614	544.01830242313	890.372442957158	480.708900919131	399.763113954595	370.872585320485	363.451318277787	347.117843800619	264.981847653872	270.024081957351	374.080014285798	309.94538128069	277.738341517317	341.674030716797	320.296136927985	201.69064134935	244.97836044024	224.130689184442	250.777378132394	262.988572177955	303.733932400348	309.755737424009	86.7884089936596	261.162850565421	64.4944924763452	226.452639941579	299.121089911063	165.981640326029	273.16087958925	303.180376477533	267.210655002402	189.535689918421	246.404478855454	399.652926331708
gene365	944.135557150359	621.759034623915	1904.12406349047	1019.25668210779	1564.86689230048	1164.29158700263	2007.42999916948	2741.68851783872	2177.16339896551	2437.24535504037	2405.63736095995	2259.57695747957	2167.99804088011	1865.6225853147	2120.94831122384	1915.30400806723	2768.90443823598	2554.91025296321	2201.10557667657	2445.15578278012	2451.6741369634	2819.5270187939	3174.47751965474	2450.99533931207	2122.65456796394	2651.82469951073	2171.91453721586	2310.89328951057	2665.27473948923	4073.9753417306	3450.01833334354	2250.78300203813	2516.06479312831	2116.06004567886	3938.81115779685
gene366	1192.63590752044	1089.99284098854	1420.25987817111	1945.29444973989	1820.46685076128	2007.13746166115	1070.75316412007	1167.49335098883	1027.37414896652	1217.27811149356	1146.16424290924	1308.0196144199	1326.72201326315	886.857770320833	874.075222666385	983.240907892909	947.354787113433	894.249960584921	1353.30374684611	1122.43824681416	817.13110184993	1167.82691458972	626.633673555335	669.670857735537	1216.87678249118	730.215763197384	1483.84794803662	582.981321015999	700.755610917064	1354.6450105508	1047.41550333273	1331.3053022902	1602.02625434024	1663.57082531147	1542.77975005632
gene367	0	0	0	0	0	0	19.7517260879274	0	0	0	0	0	88.2147094680807	0	0	0	37.5362944080588	0	0	15.5203014715121	0	151.662740997686	98.481869812398	0	0	0	0	0	0	0	0	0	151.670791661876	0	0
gene368	0	0	0	0	0	0	88.8827673956733	0	73.539188648236	0	46.5946193881798	0	39.0714756502326	0	33.754512336468	43.9704149382109	42.6506145211569	112.271433319952	0	0	0	110.465890678603	0	0	0	0	0	0	0	0	0	0	0	0	215.761350690397
gene369	359.719682801354	19.5247916509024	161.310659780662	0	82.66181321763	443.667222697921	312.589582584658	315.567050833504	409.797128742295	671.976349756534	209.84878707127	186.709093013644	177.921732242247	237.224109577953	278.14052368342	291.467255456754	283.56324406888	482.42082466401	241.444516602134	348.223655904323	257.709599628541	276.164726696508	211.103872959346	0	292.428403031919	0	323.937569630698	163.509997763132	302.289085090299	528.162144738648	0	392.770515464866	234.227961214192	326.454920744294	478.012716170438
gene37	0	272.249615697756	291.633507722984	9.16726092393671	96.1625171037208	182.176535993331	72.856520720638	111.491717726679	16.6537977984928	50.4161823628665	59.0506067493764	161.564032519528	288.720172066457	55.7527091702341	155.563827151893	162.78095425107	332.629316600645	201.196092014778	219.887583126722	171.607424835946	327.261935602396	0	0	32.115225028423	166.90305687797	0	122.280837929493	56.168452344408	0	139.019678005847	300.628392062326	400.788576282577	208.478397266142	781.839502080273	72.7701691066296
gene370	20.1353976504071	345.884732938477	777.947833424344	1094.83663300457	888.356034810501	500.736705306061	1969.36115868541	1451.67182489158	1480.26116384218	950.362615146972	1464.95760573985	1361.8781265718	1105.23110160313	1375.20970884864	1611.55372293365	1400.34173254842	3652.84049709744	3025.99589208796	397.648206167132	3060.71105828571	5779.51049216535	6150.37271740558	5794.64636033426	7420.25588042735	711.418893526567	12293.7616309555	585.573598596009	5106.21933099737	6417.5881489966	4159.04840473363	3479.2142445905	904.536800335514	539.225497053981	804.072038169909	371.021550499533
gene371	0	0	0	0	3.1172428758371	0.319590472902574	1519.56612703121	1012.6989076137	1872.43484775459	1094.25449693463	1342.12551883459	1062.90630661799	819.632733640435	861.202450206358	1197.91591415729	953.170671898554	2888.45956169392	3590.7475102219	0.764989192322234	2567.76319040192	2841.77055779293	3578.54934741549	3187.69743969339	3595.79922077499	0.111186885442406	3602.73598113798	1.77950179100251	5161.43406757141	4423.76914451014	4150.40801380739	3081.63218688865	1815.9419507143	2218.37683157976	1532.56750918758	1937.42243337354
gene372	18.8550857488015	675.904439742102	572.106796797962	937.278263105364	639.867029766666	559.186136954341	598.790716283116	777.314633604359	694.696150351072	1031.14818290411	735.93648742198	800.043672251376	568.157378810721	518.52565867797	450.483672537266	474.697706021422	417.425309029255	314.166330821508	512.372380138838	537.161204603708	390.018146113996	737.728838362234	367.706708908654	673.508234325415	732.942717994135	243.586636873469	474.955594452719	245.244439003285	422.411543172849	349.1981122239	716.175760607799	404.892823480933	602.318785489989	547.811303832014	340.473598459437
gene374	22.5354534478464	1391.771824541	842.339986354602	463.159120205496	721.267761216653	590.940184138043	956.173463098839	813.676569300522	506.741578392998	607.033078082308	738.558430088955	494.126676285329	709.958767545995	756.512912260578	623.468722912431	617.494654261745	903.816221200814	509.206564094606	512.989150206578	891.917200157042	893.162351937564	648.661094540769	794.816254910039	1057.4782978109	396.321106651186	748.494381350509	393.551823198264	509.026599371198	505.887191905369	624.301331785516	1118.85880839779	972.579884589021	831.431703382827	777.938972413576	791.522303085215
gene376	7.27740151708128	286.081984291526	0	0	212.658507189436	291.4692389441	294.030431932073	240.304217338088	446.498989603184	187.018542315092	408.303866405228	70.4311563750917	196.097679895062	277.176249575933	226.132366126958	251.311886942312	125.647806544871	65.2979932392596	93.611053455384	114.271807135913	96.4071653715103	417.226042542217	0	266.959661420478	100.881216348311	0	141.320413037449	451.341358189766	0	296.512081256785	0	144.980723607681	84.9066154279399	331.456315666479	31.453433307973
gene377	2932.00893127749	2139.29017283926	1592.79284422497	1144.62253129622	2740.66618828907	2210.47526948178	1950.34186742506	2678.96108262597	2632.73096853586	2396.56217908772	888.992824943588	1200.43782656482	1297.44091027789	1121.26755968146	1436.01657914376	978.436058347832	1657.9888486595	1207.14948777713	1671.1214144281	1512.19270924286	1708.48294371788	832.97843901806	1028.77431260395	327.510903861286	1093.76314855896	1206.19600648499	1549.46060466041	1035.04213400991	915.789130200954	702.821705474003	1506.59497845449	1540.13723338776	2237.9517747345	2091.23424063269	2487.09658607981
gene378	1169.17898904504	291.09324991466	410.137424088995	278.884908271319	804.253565347173	746.597895021808	1203.71956711352	1246.07749365521	1446.59755092041	1354.4612195501	1248.87932538351	1300.32713888052	1094.95639872241	1572.70798572051	1325.24522939498	1094.44733023596	1434.16796859591	1398.82317092725	1087.79680110567	1370.57545134351	1358.79186618785	307.94341801934	669.410547508597	618.006797421956	804.890970801288	364.77701809022	685.248340331584	1170.99249243211	966.615629625011	2487.99813396138	1594.99014472347	816.448525068563	444.843537817387	1102.0400820132	860.1314987007
