BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL001851	2620	2774	4076	5165	9850	4663	2428	2044	2402	2733	1426	1911
AAEL001852	775	844	605	1221	3854	3336	2208	2748	1572	1691	1955	3834
AAEL001853	1067	1204	1538	2222	2999	2430	1605	1559	1982	1854	1613	1674
AAEL001854	107	98	97	202	254	165	370	398	419	378	355	320
AAEL001855	14	15	4	22	37	32	13	29	29	30	25	28
AAEL001856	816	722	1171	2229	1559	2705	1366	1255	2038	1461	1332	1600
AAEL001857	1217	1455	624	518	1188	737	3545	3076	1618	1230	1010	1008
AAEL001858	652	569	1013	1329	1786	1314	404	429	659	469	738	637
AAEL001859	839	710	876	1318	1619	1437	1939	1763	1149	983	996	1145
AAEL001860	397	459	423	970	952	752	767	731	746	595	755	858
AAEL001861	194	204	2168	4906	1089	2356	354	415	1529	374	424	426
AAEL001862	14	27	26	48	61	54	7	20	15	14	11	9
AAEL001863	28489	26261	17438	15493	50359	24257	9805	8793	12579	54470	5608	6464
AAEL001864	3998	3316	6071	6610	15158	10769	2460	1862	13574	9193	7113	5535
AAEL001865	5517	7194	4261	4820	7164	7083	16103	16361	16788	14256	5112	5917
AAEL001866	446	386	659	652	2553	1261	1277	1476	1228	1117	1307	1431
AAEL001867	25	34	53	17	180	42	16	30	21	22	15	36
AAEL001868	116	179	219	152	534	212	41	49	64	57	45	134
AAEL001869	1414	1608	3083	5668	7488	4639	2417	2617	2906	2445	3323	3147
AAEL001870	0	0	3	1	1	0	6	1	1	0	0	0
AAEL001871	132	202	174	263	572	575	382	423	458	384	340	505
AAEL001872	19553	26727	10330	16707	18474	17169	28298	25820	13925	11933	7837	9142
AAEL001873	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001874	303	340	443	777	752	814	483	464	510	385	479	527
AAEL001875	511	462	835	1740	1176	1024	630	786	827	581	716	840
AAEL001876	438	441	919	1629	1888	1304	199	247	441	365	197	298
AAEL001877	16	23	19	24	67	26	48	72	109	61	74	95
AAEL001878	126	87	73	67	224	125	84	129	138	162	91	76
AAEL001879	198	221	473	886	859	837	245	217	651	342	339	587
AAEL001880	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001881	89	84	48	78	188	112	111	102	127	91	123	131
AAEL001882	34	51	128	55	257	240	164	147	497	573	1099	699
AAEL001883	100	116	372	1053	486	512	246	351	444	245	257	319
AAEL001884	50	26	208	547	123	241	19	18	129	32	21	11
AAEL001885	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001886	68	61	240	714	301	316	64	99	223	146	123	207
AAEL001887	22102	21529	5289	6900	15177	8582	42305	24066	7133	7842	16991	10838
AAEL001888	4327	4224	730	1576	1176	1053	9837	8810	1184	592	1061	946
AAEL001889	1	1	0	0	0	0	1	6	0	0	0	0
AAEL001890	172	150	170	308	428	298	116	157	224	147	191	146
AAEL001891	94	138	730	2359	425	840	235	223	555	156	124	295
AAEL001892	3282	7031	850	1046	1501	2478	2466	2970	2155	1342	12105	11829
AAEL001893	72	78	228	588	327	384	179	163	352	147	185	270
AAEL001894	21	9	30	12	80	17	21	13	31	19	18	30
AAEL001895	0	0	0	1	0	0	0	0	0	0	0	0
AAEL001896	1176	1276	2601	3488	6211	4518	2000	2028	4029	3622	3025	3795
AAEL001897	411	642	133	84	418	328	385	509	683	497	2561	1390
AAEL001898	1658	1978	4888	8976	10482	7571	1795	2024	4304	3931	3706	4397
AAEL001899	46	63	70	55	204	84	62	89	96	136	105	126
AAEL001900	66	53	160	100	295	91	4	8	14	110	6	5
AAEL001901	122	211	114	144	365	189	58	50	40	51	55	60
AAEL001902	0	5	50	160	13	104	0	11	39	2	0	10
AAEL001903	21	44	16	37	100	19	48	25	37	31	38	40
AAEL001904	743	859	1492	3003	1916	2159	812	817	1330	888	982	1149
AAEL001905	33	31	58	57	119	129	24	41	74	41	36	49
AAEL001906	2160	2671	3830	6249	5916	3609	2013	2146	3138	2408	2103	2763
AAEL001907	0	1	1	1	7	0	0	0	0	0	0	0
AAEL001908	0	0	3	23	0	11	1	0	6	0	0	0
AAEL001909	227	288	107	220	504	425	867	920	605	727	474	512
AAEL001910	445	471	1046	2552	2036	1654	384	448	1087	856	701	894
AAEL001911	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001912	33	34	51	48	116	50	13	14	12	22	23	16
AAEL001913	7438	8061	11308	15568	26148	15317	6823	7625	13272	11663	12115	13645
AAEL001914	1700	1886	1416	1404	3252	1900	847	978	1378	1793	1341	1436
AAEL001915	81	74	198	748	172	275	32	22	145	27	40	22
AAEL001916	3077	3167	4240	8055	7558	7734	6387	6393	6236	4851	5495	6520
AAEL001917	25	25	149	691	151	189	110	129	211	157	192	192
AAEL001918	657	601	809	1075	1796	955	373	423	694	526	606	686
AAEL001919	1094	1208	2245	3615	4019	3789	1276	1559	2473	2015	2455	2790
AAEL001920	1175	1525	2038	1551	4845	3012	1505	1638	2344	1657	1262	2294
AAEL001921	1554	1683	2749	3585	5950	3754	890	976	1863	1358	1557	2076
AAEL001922	54	38	268	908	180	513	83	87	256	103	117	120
AAEL001923	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001924	54	87	165	345	318	282	100	80	182	98	110	201
AAEL001925	13	3	55	99	29	37	3	2	16	1	6	3
AAEL001926	159	194	164	232	443	181	1125	1036	741	623	595	541
AAEL001927	0	0	17	195	1	23	0	0	38	0	0	13
AAEL001928	10422	20340	18530	26435	33173	20733	33450	37495	35555	26725	91632	97987
AAEL001929	1	3	6	6	14	13	2	10	6	3	6	11
AAEL001930	2677	3857	2471	2686	5617	3741	8347	7372	4113	3632	5881	8373
AAEL001931	122	191	148	307	462	275	229	244	214	272	253	187
AAEL001932	27	38	64	62	130	153	70	78	128	101	77	119
AAEL001933	274	272	836	1946	1020	1068	279	208	734	364	407	428
AAEL001934	79	109	170	403	283	215	80	98	198	148	107	154
AAEL001935	745	873	1102	2324	2119	1881	1050	1021	1504	1153	1787	2116
AAEL001936	172	191	212	290	543	405	351	330	546	426	349	377
AAEL001937	946	918	544	793	1978	1230	773	652	778	640	1799	1684
AAEL001938	1818	2038	1925	1841	6585	2193	297	166	568	688	265	281
AAEL001939	394	578	4663	11331	2974	5424	620	843	2876	1276	1276	1900
AAEL001940	806	734	1237	1706	2026	1218	536	553	1270	759	725	852
AAEL001941	5	2	14	16	14	30	0	8	37	4	8	11
AAEL001942	10	30	28	44	87	97	73	79	105	74	31	125
AAEL001943	17	27	25	22	65	68	91	125	180	141	24	134
AAEL001944	0	0	1	0	4	0	2	0	0	0	0	0
AAEL001945	155	169	361	835	492	622	409	362	532	359	441	405
AAEL001946	8279	8422	13779	11878	35132	16096	8577	8516	13818	14521	10876	14116
AAEL001947	1	0	0	0	0	0	0	0	5	0	4	6
AAEL001948	1325	1217	1159	1030	2902	1653	1205	1531	2025	2105	2049	1933
AAEL001949	1	2	35	85	23	13	0	2	28	0	2	6
AAEL001950	560	605	502	955	957	970	672	614	991	867	1363	1333
AAEL001951	926	1299	1097	948	2880	1228	3357	3155	4226	2681	4616	4730
AAEL001952	2008	2034	2344	3270	5164	4845	3759	3620	4043	3595	3745	4807
AAEL001953	2787	4458	2902	3731	3917	7421	4866	4956	5476	4025	3617	4376
AAEL001954	635	675	927	1498	1941	1806	630	634	1102	874	1220	1405
AAEL001955	99	130	194	354	269	371	352	356	297	273	197	249
AAEL001956	6	12	5	6	8	1	0	0	0	0	0	0
AAEL001957	124	163	190	199	540	220	209	252	360	390	616	556
AAEL001958	0	6	195	760	92	486	0	2	153	0	0	37
AAEL001959	1740	1804	2052	3472	4903	4456	1159	1265	2789	3508	3215	2635
AAEL001960	931	1477	1581	1222	4925	1948	230	229	816	1406	1215	1387
AAEL001961	11	14	12	12	28	30	6	0	7	2	10	2
AAEL001962	647	632	811	1449	1397	1184	574	616	1011	766	1104	1217
AAEL001963	583	768	869	751	2359	1318	1533	1809	1527	1667	1132	1459
AAEL001964	1602	1942	3219	2634	7010	11059	8535	16244	13268	8045	51330	36432
AAEL001965	11059	15905	4793	3714	11938	14710	29068	24031	10198	9315	79038	53945
AAEL001966	61	69	148	387	237	182	75	87	164	142	69	95
AAEL001967	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001968	4595	4985	2100	4612	3444	3907	10301	9116	2515	2064	2473	2624
AAEL001969	2782	4578	5201	4772	13249	9820	2104	2543	3281	4022	5842	13366
AAEL001970	0	2	0	0	0	0	6	1	0	0	0	0
AAEL001971	107	149	350	718	558	463	197	234	398	271	271	328
AAEL001972	476	543	485	741	1138	824	1249	1142	1239	989	890	1013
AAEL001973	95	147	213	209	318	201	0	0	0	0	0	0
AAEL001974	378	521	486	615	1196	884	1069	1064	1109	945	712	741
AAEL001975	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001976	0	2	209	632	63	337	8	14	148	0	7	55
AAEL001977	360	358	1026	1617	1541	1374	426	394	740	576	582	691
AAEL001978	105	86	79	197	217	121	108	139	256	115	155	116
AAEL001979	2203	2784	2789	4168	5592	3510	1782	2025	2655	2372	2120	2616
AAEL001980	0	0	3	1	0	0	0	0	0	0	0	0
AAEL001981	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001982	223	204	329	672	587	414	271	260	382	320	257	379
AAEL001984	191	223	604	1532	817	836	254	323	631	311	371	381
AAEL001985	11	9	6	11	30	33	11	19	22	23	35	19
AAEL001986	49	75	383	901	301	667	63	167	359	193	159	352
AAEL001987	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001988	3	6	5	4	20	3	2	11	2	5	12	25
AAEL001989	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001990	0	0	0	0	1	0	3	0	0	0	0	0
AAEL001991	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001992	291	318	444	761	771	630	397	363	607	396	355	601
AAEL001993	0	0	0	0	1	0	0	0	0	0	3	4
AAEL001994	0	0	0	0	0	0	0	0	0	0	0	0
AAEL001995	1	4	0	0	0	0	0	0	0	0	0	0
AAEL001996	238	232	845	1956	1425	1198	344	305	822	520	547	661
AAEL001997	121	126	338	518	907	743	348	459	444	547	458	626
AAEL001998	9593	9421	5152	4317	15843	6172	2560	2517	4688	7318	7241	7151
AAEL001999	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002000	0	2	0	1	0	0	0	0	0	0	0	0
AAEL002001	0	0	0	0	0	0	0	0	0	3	0	0
AAEL002002	396	557	411	800	950	756	887	862	655	528	658	665
AAEL002003	0	0	0	0	0	0	7	6	0	0	0	1
AAEL002004	0	0	0	1	0	0	0	0	2	0	0	0
AAEL002005	0	0	0	1	1	0	0	0	0	0	9	0
AAEL002006	166	180	607	1599	592	956	263	273	650	292	241	360
AAEL002007	0	1	0	0	2	0	0	4	14	5	9	0
AAEL002009	988	1070	1014	1292	2366	1591	1278	1273	1433	1189	1234	1396
AAEL002010	250	235	297	515	375	422	473	535	490	403	640	680
AAEL002011	20	15	31	19	82	19	13	32	42	15	32	35
AAEL002012	807	888	1512	2732	2285	2164	1254	1503	1642	1077	1245	1856
AAEL002013	196	240	469	744	934	649	307	313	594	384	408	496
AAEL002014	1005	1693	1052	1529	2699	2467	2673	3101	2082	1751	1720	2385
AAEL002015	0	0	0	0	2	0	0	0	2	0	0	0
AAEL002016	528	618	1180	2281	1378	1792	1070	1313	1205	950	829	961
AAEL002017	0	0	1	0	0	0	0	0	0	0	0	0
AAEL002018	510	573	711	656	2392	1315	615	841	1131	1196	1152	1245
AAEL002019	441	537	860	1225	2127	1929	773	804	1237	1018	813	1130
AAEL002021	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002022	18	14	35	50	99	284	261	439	380	228	1124	711
AAEL002023	13540	13790	11033	13698	22259	28379	24967	21410	16435	15735	52886	40657
AAEL002024	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002026	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002027	2	8	0	0	2	0	10	22	7	7	6	1
AAEL002028	0	2	4	1	2	2	3	6	0	0	14	8
AAEL002029	0	0	0	0	1	0	0	0	0	0	0	0
AAEL002030	0	0	0	0	4	1	0	0	0	11	0	0
AAEL002031	1839	2575	1451	1907	4328	2040	862	748	878	1235	447	798
AAEL002032	3	2	0	0	0	2	0	0	3	0	0	0
AAEL002033	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002034	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002035	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002036	3	91	1783	6581	873	3170	3	109	992	0	0	185
AAEL002037	3009	3060	6605	15487	9032	7732	1829	2058	5378	2613	2690	3271
AAEL002038	0	0	0	0	0	0	4	0	0	0	0	0
AAEL002039	25	10	6	6	31	5	1	5	6	9	3	10
AAEL002040	0	0	0	2	1	0	0	0	4	0	3	0
AAEL002041	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002042	50	68	72	116	322	278	131	120	151	134	502	468
AAEL002043	307	429	189	175	588	345	561	675	361	285	244	280
AAEL002044	26	16	60	212	76	126	11	24	82	41	19	78
AAEL002045	10	5	15	58	72	35	35	23	55	42	18	60
AAEL002046	214	157	868	639	2511	1554	407	511	2784	2457	2509	2877
AAEL002047	49515	51522	40431	45638	136867	90619	46843	41290	53980	57487	46612	56076
AAEL002048	2523	2381	2109	3943	3353	3027	4858	4511	3896	3084	2671	3134
AAEL002049	1872	2012	2325	2083	7244	2847	1172	1230	1849	1665	2895	2978
AAEL002050	103	124	173	278	313	417	283	207	314	297	297	281
AAEL002051	483	520	808	1227	1412	976	330	364	650	457	574	639
AAEL002052	0	0	0	0	4	0	0	0	0	0	0	0
AAEL002053	0	0	0	1	6	6	0	0	0	0	0	0
AAEL002054	8	8	52	95	91	66	10	16	19	12	24	22
AAEL002055	1303	1238	2349	1480	5854	1810	1443	1556	3160	2739	2625	2957
AAEL002056	110	110	483	940	778	967	213	283	571	328	338	663
AAEL002057	49	50	71	61	142	133	18	18	61	56	57	97
AAEL002058	80	148	422	637	490	523	61	64	160	130	94	149
AAEL002059	20	30	318	760	122	471	32	78	323	54	62	82
AAEL002060	27	44	37	52	104	69	11	13	24	14	15	13
AAEL002061	2897	3013	2823	5660	5537	4199	4774	4546	2656	2164	2594	2738
AAEL002062	46	40	281	624	463	364	15	28	186	67	37	83
AAEL002063	80	85	101	166	331	228	197	226	162	183	99	69
AAEL002064	172	175	129	105	237	186	483	554	298	216	261	181
AAEL002065	982	707	442	919	1147	885	1030	867	754	533	461	356
AAEL002066	78	67	34	43	110	36	54	63	54	32	42	35
AAEL002067	2	16	24	8	36	21	15	18	45	36	6	22
AAEL002068	1923	2191	3723	5784	7093	7555	3197	3402	6281	5216	4135	4538
AAEL002069	226	286	382	671	943	1026	363	500	537	529	470	465
AAEL002070	4496	5807	6233	5914	14593	8464	5291	5727	7024	6511	6101	7347
AAEL002071	1	5	1	2	8	6	0	1	0	7	2	8
AAEL002072	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002073	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002074	832	1225	1238	1042	3866	2869	3367	2693	2842	2477	2161	1886
AAEL002075	41	39	123	53	146	81	3	8	29	38	6	65
AAEL002076	68	46	46	77	88	103	279	351	343	452	177	314
AAEL002077	1172	1553	2100	2920	5261	3953	1931	1711	3087	2826	3301	3387
AAEL002078	308	313	346	678	862	581	504	496	712	633	795	842
AAEL002079	46	47	157	231	268	265	107	157	157	112	201	230
AAEL002080	282	283	799	1706	966	1223	381	495	759	651	597	804
AAEL002081	4269	4549	11306	13139	31190	25870	7958	8769	24283	22280	15344	17808
AAEL002082	628	612	1979	4225	3406	3462	1220	1206	2390	1586	2361	2513
AAEL002083	16963	16891	23132	34572	57332	35579	21442	24117	28703	27362	26471	33356
AAEL002084	405	518	1129	2256	1511	1591	435	413	992	715	683	766
AAEL002085	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002086	507	386	295	603	411	435	666	758	365	378	306	315
AAEL002087	0	0	1	2	3	0	0	5	0	0	0	1
AAEL002088	304	284	320	285	867	330	235	224	270	293	187	303
AAEL002089	722	746	900	1321	1864	1585	635	725	917	788	699	845
AAEL002090	308	300	1217	2798	1055	1475	234	231	761	280	295	337
AAEL002091	1490	1682	2325	3365	4107	2806	2022	2402	2626	2221	2153	2579
AAEL002092	2	1	5	6	4	0	6	3	1	0	0	0
AAEL002093	135	156	242	218	619	305	83	84	120	95	107	171
AAEL002094	0	0	0	11	0	0	0	0	0	0	0	0
AAEL002095	25	10	21	28	56	26	19	34	40	34	34	14
AAEL002096	5	0	1	35	3	0	0	0	0	2	0	0
AAEL002097	678	613	617	773	1230	961	856	663	744	591	692	692
AAEL002098	261	255	516	1021	905	858	364	334	735	595	561	563
AAEL002099	0	0	3	0	3	0	0	0	0	0	0	0
AAEL002100	307	318	642	1112	1119	652	208	248	452	331	359	438
AAEL002101	1037	989	1871	3336	3438	2651	831	994	1657	1365	1432	1639
AAEL002102	1424	1290	644	1077	1833	1109	1874	1781	792	870	1110	1213
AAEL002103	0	8	419	1304	136	960	0	14	356	0	0	105
AAEL002104	47	60	498	1446	278	912	69	103	365	82	65	231
AAEL002105	40	46	136	233	131	129	68	76	142	90	97	72
AAEL002106	93	71	161	353	368	324	107	124	206	153	169	226
AAEL002107	559	1154	627	1192	1374	1564	1717	1666	1559	1434	1936	2053
AAEL002108	152	182	351	407	626	777	745	739	552	572	909	889
AAEL002109	11	6	10	39	84	68	9	2	6	19	0	6
AAEL002110	5	3	8	2	6	4	4	1	2	3	0	0
AAEL002111	0	0	3	0	3	0	0	0	1	0	0	0
AAEL002112	14	33	45	30	92	58	22	12	50	32	12	22
AAEL002113	208	250	267	375	742	592	392	420	538	537	476	561
AAEL002114	585	640	625	802	1596	907	705	700	882	896	922	983
AAEL002115	195	244	711	1683	755	958	417	406	571	245	423	538
AAEL002116	66	77	187	291	287	210	35	84	146	89	62	132
AAEL002117	0	0	0	0	0	0	0	0	0	0	6	0
AAEL002118	2719	3270	3514	4104	7821	7536	5755	5638	8155	6391	6200	7050
AAEL002119	936	1060	1120	1211	2625	1302	1375	1313	1336	1244	1240	1594
AAEL002120	19	12	86	186	103	121	47	55	105	48	54	88
AAEL002121	571	614	518	983	1858	1209	1738	1702	2177	2176	2953	3278
AAEL002122	464	443	800	924	1419	860	436	375	705	532	549	447
AAEL002123	933	1092	1774	2935	3306	2585	838	1022	1568	1147	1470	1798
AAEL002124	1371	2197	982	980	2757	1605	1067	1056	1551	1294	2236	2152
AAEL002125	391	410	1363	2768	1507	1709	280	394	869	487	443	668
AAEL002126	20	29	53	128	18	28	20	31	35	6	13	10
AAEL002127	147	116	183	118	456	172	62	104	167	85	85	103
AAEL002128	3	4	1	10	5	7	16	3	7	4	9	10
AAEL002129	313	355	432	626	973	741	356	356	495	346	585	502
AAEL002130	2190	1978	2687	1244	5743	4353	5048	4875	3858	2529	4644	6432
AAEL002131	163	110	207	128	581	237	132	151	193	225	111	265
AAEL002132	13	5	20	16	45	4	14	16	10	15	2	15
AAEL002133	30	31	45	26	92	57	10	9	14	25	42	26
AAEL002134	167	130	216	302	413	492	183	197	181	218	270	293
AAEL002135	404	478	637	949	1658	1322	957	1149	933	831	1674	1638
AAEL002136	82	55	160	237	313	224	109	138	205	150	158	161
AAEL002137	1127	1520	2285	4522	4620	4041	1517	1695	2268	1817	2004	2631
AAEL002138	0	2	17	14	49	7	0	3	14	1	0	6
AAEL002139	101	143	339	926	536	681	249	298	357	287	279	395
AAEL002140	3	0	0	4	5	8	179	213	245	317	171	295
AAEL002141	98	105	227	243	595	261	109	145	498	436	340	492
AAEL002142	158	209	711	1715	369	937	164	227	465	215	221	287
AAEL002143	6	11	14	12	47	9	8	0	2	6	4	7
AAEL002144	1675	1754	1687	1666	4652	2087	659	715	717	716	546	1500
AAEL002145	430	535	1334	3951	2200	2480	344	449	1273	706	729	994
AAEL002146	16	11	6	12	9	9	19	7	2	7	3	14
AAEL002147	1	3	1	12	12	4	25	23	12	10	16	9
AAEL002148	1178	1741	2616	3076	6700	6308	2576	3115	4907	3752	2806	3248
AAEL002149	9	2	0	0	5	3	2	1	9	1	3	8
AAEL002150	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002151	57	52	235	371	286	475	69	83	204	114	100	151
AAEL002152	1913	2357	3011	4768	6269	4242	1929	2256	2916	2289	2662	3308
AAEL002153	4	6	4	12	44	15	6	11	17	9	16	11
AAEL002154	0	0	0	0	10	0	0	0	0	0	0	0
AAEL002155	1172	1529	1605	2363	3173	2455	2526	2449	2782	2239	3589	4046
AAEL002156	0	0	0	0	7	0	0	0	0	0	0	0
AAEL002157	794	981	1954	2018	5173	3763	1033	1095	2232	1585	2214	2406
AAEL002158	7506	10751	16020	21601	37847	38581	12765	13790	34583	28518	26112	29425
AAEL002159	102	94	313	768	416	537	136	157	415	242	247	379
AAEL002160	6798	7180	7233	8234	22428	13397	7101	6732	8932	8839	7357	9368
AAEL002161	292	347	311	437	813	637	482	438	688	671	571	792
AAEL002162	141	126	577	1512	666	701	80	165	315	210	130	223
AAEL002163	3078	3554	3418	3820	7684	5038	5370	5616	5402	4912	6855	6917
AAEL002164	75	57	82	103	226	150	62	76	83	136	89	91
AAEL002165	256	248	244	375	1022	426	118	132	213	235	148	139
AAEL002166	626	785	932	2105	1790	1348	432	475	791	728	662	719
AAEL002167	0	8	2	2	3	4	5	0	2	11	0	3
AAEL002168	333	246	1056	2337	1303	1259	267	419	872	567	474	496
AAEL002169	182	183	1013	2401	966	1313	122	164	429	201	152	290
AAEL002170	842	801	449	800	1021	714	762	627	439	398	707	679
AAEL002171	196	187	329	367	900	440	132	158	265	267	187	245
AAEL002172	322	340	255	322	911	379	222	227	221	178	165	220
AAEL002173	12	4	15	19	35	20	0	7	13	24	26	10
AAEL002174	9250	10458	2141	3388	5517	3897	13575	11663	3173	3059	5026	4136
AAEL002175	4738	6656	9328	11398	19896	14001	8004	8231	11562	10475	11509	13624
AAEL002176	143	76	53	57	165	127	132	151	84	69	171	82
AAEL002177	0	0	0	0	0	0	0	0	0	0	6	0
AAEL002178	15151	11875	15667	17541	36523	18618	13319	13050	18120	18549	18896	20359
AAEL002179	204	274	331	615	942	681	627	714	669	496	517	495
AAEL002180	0	0	0	0	1	0	0	0	0	0	0	0
AAEL002181	7	8	0	24	14	15	16	16	3	5	9	16
AAEL002182	595	736	1522	1930	4445	2764	579	629	1656	1493	1225	1559
AAEL002183	2899	3080	654	954	2225	2087	6619	5651	2083	2023	2526	2497
AAEL002184	1477	1652	1410	2032	2971	2502	3315	3275	2760	2611	3069	3484
AAEL002185	3242	4580	780	359	1301	648	12517	13800	4514	2477	963	2502
AAEL002186	194	224	442	618	1155	826	441	502	708	709	757	737
AAEL002187	1	0	0	1	3	0	0	0	0	0	0	1
AAEL002188	0	1	3	0	2	3	0	0	0	0	0	0
AAEL002189	0	0	0	0	0	0	0	0	0	1	0	0
AAEL002190	872	1037	1592	2156	5067	3401	1516	1717	2344	2310	1816	2040
AAEL002191	0	3	0	1	0	0	0	0	4	0	0	0
AAEL002192	10	21	38	21	47	28	7	12	13	24	4	40
AAEL002193	61	95	85	146	208	155	11	11	6	7	7	29
AAEL002194	403	1125	748	607	3157	1552	1508	1155	1553	1500	3104	2173
AAEL002195	50	85	493	1923	322	806	73	114	456	107	174	247
AAEL002196	38	54	30	32	62	76	34	22	19	33	30	17
AAEL002197	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002198	393	408	193	250	404	410	1046	856	354	356	487	508
AAEL002199	48	43	40	46	109	68	21	4	15	39	0	9
AAEL002200	56	22	113	57	313	227	62	144	43	51	5	58
AAEL002201	0	0	0	0	1	0	0	0	0	0	0	0
AAEL002202	0	0	0	2	0	0	0	0	0	0	0	0
AAEL002203	712	754	746	487	2322	1144	329	354	606	917	368	716
AAEL002204	68	13	36	39	216	43	25	37	23	30	3	18
AAEL002205	216	225	391	855	672	441	155	167	323	142	229	265
AAEL002206	327	323	846	1581	1356	1083	198	228	619	432	408	443
AAEL002207	580	644	707	969	2389	1703	1448	1274	1763	1360	1685	1464
AAEL002208	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002209	113	122	204	172	464	201	77	95	175	131	84	150
AAEL002210	24	8	39	38	149	95	26	16	83	59	43	83
AAEL002211	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002212	0	0	0	0	0	0	0	1	0	0	0	0
AAEL002213	0	0	0	10	2	2	0	0	0	0	0	0
AAEL002214	3060	3023	1559	3171	2428	2078	2713	2461	1866	1017	1318	1226
AAEL002215	233	233	937	2223	992	1323	223	297	801	388	461	562
AAEL002216	1223	1457	1128	1666	2675	1857	2461	2418	3163	2499	2294	2192
AAEL002217	40	47	30	8	40	20	16	12	23	22	1	2
AAEL002218	0	1	0	0	2	0	6	0	0	0	3	0
AAEL002219	58	55	162	419	220	173	58	60	107	80	74	75
AAEL002220	0	1	4	0	2	0	0	0	0	0	0	0
AAEL002221	341	350	476	760	829	868	675	632	960	778	637	768
AAEL002222	122	92	189	235	529	250	109	129	226	220	240	151
AAEL002223	0	0	0	0	0	3	0	0	0	0	0	0
AAEL002224	0	1	33	27	9	56	2	9	46	0	4	6
AAEL002225	404	519	545	808	1470	1514	935	867	1243	1017	1280	1419
AAEL002226	835	913	2175	4572	2797	3135	1100	1229	1740	1085	1226	1526
AAEL002227	76	18	112	66	361	114	25	105	17	43	16	26
AAEL002228	718	175	820	581	4347	1297	296	729	116	332	16	164
AAEL002229	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002230	4352	4982	9090	17421	13375	9770	3069	3337	5759	4048	3408	4271
AAEL002231	3	0	6	1	0	0	44	40	27	0	5	8
AAEL002232	109	92	249	452	539	493	439	405	354	347	393	472
AAEL002233	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002234	53	82	159	95	308	156	4	32	43	68	29	42
AAEL002235	1951	1928	2842	5274	4028	3529	1169	1130	2191	1347	1666	1636
AAEL002236	9	15	34	26	120	47	24	18	78	41	40	80
AAEL002237	2	1	1	0	3	0	0	0	0	0	0	0
AAEL002238	382	434	831	1793	1450	1223	547	673	806	675	673	933
AAEL002239	0	0	0	0	0	0	0	1	0	0	3	1
AAEL002240	914	957	1332	2758	2540	1926	771	932	1293	1007	1300	1169
AAEL002241	1	1	0	1	0	2	0	0	0	0	0	0
AAEL002242	123	63	69	67	228	171	746	590	209	216	386	294
AAEL002243	0	1	0	1	2	0	0	0	2	0	0	1
AAEL002244	117	174	100	164	297	135	76	57	125	102	82	68
AAEL002245	0	0	0	0	0	0	0	0	0	0	0	0
AAEL002246	0	0	0	0	0	0	2	4	0	0	0	0
AAEL002247	26	30	36	14	66	22	5	17	11	15	16	12
AAEL002248	822	901	1023	1395	2121	1260	923	808	938	866	832	1005
AAEL002249	54	84	282	356	329	413	160	147	329	171	199	299
AAEL002250	21	43	338	1186	176	488	112	138	298	45	66	109
AAEL002251	1927	5246	3262	4412	7366	3124	1178	1394	1230	1115	1233	864
AAEL002252	24	14	68	99	70	54	30	25	82	60	42	26
AAEL002253	178	164	356	492	518	440	137	184	344	191	176	292
AAEL002254	815	1113	1282	1176	4187	2444	962	957	2522	2114	6813	4960
AAEL002255	146	180	32	45	95	39	290	321	58	43	60	29
AAEL002256	287	265	533	415	1036	461	163	201	359	274	280	416
AAEL002257	102	139	117	153	421	232	42	16	49	220	54	62
AAEL002258	273	373	421	1049	750	793	503	521	581	408	265	364
AAEL002259	242	251	292	595	554	443	255	265	285	188	239	297
