BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b	mergedColors	inverted
AAEL003114	6.019582	6.235752	6.700547	9.348601	12.03354	19.86069	23.08965	22.65186	37.59118	54.99478	71.28312	96.75492	magenta	FALSE
AAEL003116	3.057921	16.09552	23.91203	9.242686	10.98809	19.79669	46.26907	89.59511	156.1274	64.39036	60.89543	215.0146	magenta	FALSE
AAEL003123	29.25869	51.10358	231.0157	152.8765	234.1383	158.8416	6.834482	5.13407	115.6701	144.3621	5.25341	91.15078	paleturquoise	FALSE
AAEL003125	47.84729	39.19577	33.39195	41.46332	33.86471	36.40105	127.6737	117.8267	27.62055	31.33602	34.24121	22.96528	darkgreen	FALSE
AAEL003128	14.84972	15.72687	54.67459	32.14692	71.2572	55.00107	11.50928	11.88624	65.55087	57.83782	34.77594	56.85131	brown	TRUE
AAEL003129	22.34844	25.94369	55.23437	41.78405	54.43374	48.00442	21.52194	26.14831	34.64337	35.34795	55.71664	52.95829	paleturquoise	FALSE
AAEL003130	34.70808	31.08836	33.6696	41.09141	25.33718	35.51303	49.09712	44.37889	37.82362	32.27968	67.49955	60.67408	magenta	FALSE
AAEL003133	5.437715	6.13683	15.16788	11.50341	15.54801	13.68187	2.652959	4.139389	13.6141	13.28732	9.294415	12.81636	brown	TRUE
AAEL003135	24.36447	21.54159	34.71191	25.21058	30.39648	22.58224	22.75795	28.18047	31.74677	26.84648	50.03592	45.61318	magenta	FALSE
AAEL003136	26.64154	24.34419	25.33945	34.0431	21.60689	30.32304	63.91627	64.98535	38.26496	38.10585	57.05358	57.22328	magenta	FALSE
AAEL003141	1.354608	0.8621793	6.047099	9.93064	2.879455	4.958516	2.474897	2.336321	4.47097	3.03641	3.852665	4.822387	turquoise	FALSE
AAEL003142	37.55863	33.80761	42.92889	41.93127	30.5394	62.65972	91.85155	90.28631	64.76222	54.68085	53.02089	52.82075	darkgreen	FALSE
AAEL003145	8.798136	9.403474	32.37542	42.95631	18.00713	19.41807	4.805252	8.113781	15.45253	9.057981	11.81031	12.79417	turquoise	FALSE
AAEL003146	5.242401	5.775017	21.3227	33.14997	8.791407	18.93389	5.970277	5.498906	10.20079	5.235247	8.107315	9.041226	turquoise	FALSE
AAEL003149	2.248453	2.232421	9.784768	18.23961	4.234006	9.045639	3.851791	3.038695	5.358189	4.237612	4.209157	4.758776	turquoise	FALSE
AAEL003150	15.14631	13.38112	2.53819	1.547451	2.165215	2.121182	9.877009	6.840646	2.36045	3.407499	6.390935	2.860057	brown	FALSE
AAEL003151	27.19665	22.37674	62.37289	58.68756	55.26426	56.23065	24.18933	29.03274	55.48849	47.7432	50.61164	59.33529	brown	TRUE
AAEL003152	8.534608	6.567542	17.50778	26.96777	12.70022	11.89901	6.479185	6.506874	8.302647	4.675242	8.243806	9.028056	turquoise	FALSE
AAEL003153	1.197418	0.9554572	5.498111	7.383814	3.164195	3.446955	1.019026	1.126479	1.172173	0.6100139	1.253879	1.856511	turquoise	FALSE
AAEL003156	0.305887	0.2119615	0.3511308	0.06586858	0.5044779	2.099425	0.6224947	0.593516	0.9086395	1.485593	3.65391	1.758478	magenta	FALSE
AAEL003160	256.3053	240.0036	393.5419	358.7666	390.8231	561.3131	297.3121	303.265	596.1797	624.8116	767.8198	616.3957	magenta	FALSE
AAEL003162	4.526797	4.59012	23.44896	48.13838	6.867061	15.60566	2.781056	2.393798	8.732017	3.095155	2.344175	5.270182	turquoise	FALSE
AAEL003166	1.237153	0.6350176	1.893521	3.078447	2.493761	4.288423	0	0	0.2041652	0.2054171	0.117287	0.5268241	turquoise	FALSE
AAEL003170	4.052971	4.610728	11.4254	16.88508	5.774854	7.861745	9.964919	11.8644	10.13519	7.169039	7.433821	6.551375	turquoise	FALSE
AAEL003174	5.4015	4.554874	10.38327	13.80997	9.385545	12.97275	11.48086	12.01479	9.773561	9.577244	9.802739	13.70233	magenta	FALSE
AAEL003176	3.246638	3.397548	11.82704	22.74277	5.695935	10.25265	3.667595	3.285448	6.150614	3.762504	5.455493	6.246799	turquoise	FALSE
AAEL003179	19.67142	26.37567	141.2966	293.6871	61.15643	129.744	35.16982	47.39535	87.25918	43.46694	52.29757	62.64818	turquoise	FALSE
AAEL003180	12.56934	12.53876	30.79121	38.59899	19.32146	39.12768	32.77105	33.89247	28.40883	19.83799	30.11439	39.44542	magenta	FALSE
AAEL003184	3.272154	3.655976	10.83165	8.739393	11.6402	10.23988	4.418679	6.518523	9.606934	7.922201	12.94238	16.5847	magenta	FALSE
AAEL003190	17.82313	26.34746	41.94167	25.22093	55.53449	32.09105	6.321504	10.21005	35.35885	75.24159	15.96769	17.85754	brown	TRUE
AAEL003191	3.980053	3.949642	14.55229	34.15503	3.403566	8.18581	1.19994	2.03392	5.692447	3.083959	0.7546492	2.259798	turquoise	FALSE
AAEL003192	14.84188	16.23003	8.683183	6.886059	12.09102	6.598682	9.484329	9.398339	7.773956	8.196635	12.23538	11.18401	turquoise	TRUE
AAEL003199	3.129758	4.074595	18.08588	36.33206	3.885931	11.36173	1.679155	3.159033	9.112086	2.125904	1.577975	4.552596	turquoise	FALSE
AAEL003203	512.6686	447.792	379.3533	271.3447	692.8001	456.0057	522.8522	489.6932	433.7647	399.7437	572.6379	526.8649	turquoise	TRUE
AAEL003204	94.82633	138.3186	156.3122	142.5061	138.6837	272.0742	194.1704	196.6728	266.1818	230.2453	144.2937	87.61022	darkorange	FALSE
AAEL003206	54.22991	62.78272	86.59551	95.444	63.47768	96.47295	117.9169	118.4015	93.35173	75.50121	77.45205	93.0346	darkgreen	FALSE
AAEL003207	3.136871	2.484189	0.8573443	0.7719798	2.525122	3.448464	8.268389	8.501787	1.663946	4.241178	2.294134	1.717446	darkgreen	FALSE
AAEL003210	29.7103	29.93578	17.91309	18.28893	17.82546	18.47156	28.83069	24.4723	20.05252	16.96559	31.62713	23.78055	turquoise	TRUE
AAEL003215	8.283687	9.646561	16.34347	12.85807	6.795273	14.32124	25.35679	30.06233	28.57972	32.36545	21.71917	18.58546	darkgreen	FALSE
AAEL003219	2.808579	2.133588	1.576176	1.881566	1.698397	3.076436	1.117716	1.13027	2.920017	1.445644	5.644804	3.970698	magenta	FALSE
AAEL003220	20.52868	16.81126	40.56934	50.69239	18.20897	26.09132	10.22648	10.39329	12.85637	15.40052	13.88778	17.32261	turquoise	FALSE
AAEL003224	184.2289	143.9909	130.6974	88.06288	122.4924	56.33527	143.8862	138.2614	73.09037	81.72329	62.45141	88.79834	brown	FALSE
AAEL003228	19.24212	20.02172	24.96012	24.14814	16.71684	15.79379	12.72843	10.9461	15.76514	14.40483	10.98723	14.77737	turquoise	FALSE
AAEL003229	29.4319	24.01962	21.47467	22.79104	18.14973	16.46312	15.68535	16.6382	14.23612	15.11299	19.44885	14.47869	brown	FALSE
AAEL003233	0.7422128	0.6857458	1.666944	2.446023	1.649846	2.295367	0.8405919	1.252282	2.755936	1.760147	3.276547	2.597195	magenta	FALSE
AAEL003234	2909.718	3127.722	2462.943	1735.291	1341.776	1866.847	8105.495	8298.792	6444.253	5862.024	2095.704	2196.95	darkgreen	FALSE
AAEL003236	5.704626	4.944123	14.86428	27.72083	14.93454	15.52895	4.849147	5.376561	24.78111	13.2398	18.90959	14.56895	turquoise	FALSE
AAEL003237	42.66924	40.41307	88.90287	59.49279	76.55699	110.2009	156.8562	164.071	274.2617	276.6714	298.1542	354.8394	magenta	FALSE
AAEL003243	73.69473	78.3952	68.96738	82.85753	41.22131	79.39843	72.5331	61.88009	79.37093	63.25741	117.4493	97.50313	magenta	FALSE
AAEL003246	19.76703	16.67074	15.95155	21.52636	16.61109	15.89582	37.57429	35.11446	15.07951	15.69515	15.07363	18.00016	darkgreen	FALSE
AAEL003247	21.0215	21.37435	52.08469	35.65831	48.71123	70.36308	46.84639	55.09464	41.48784	52.20456	57.23112	73.70289	brown	TRUE
AAEL003252	1.355424	1.140634	4.548792	6.952874	1.530612	2.300117	0.7941244	1.027409	1.448954	0.7224687	0.75872	1.144817	turquoise	FALSE
AAEL003253	10.99849	8.602024	6.165832	3.745336	6.285385	6.19217	8.994622	6.043715	6.762155	6.039168	4.36479	6.39141	brown	FALSE
AAEL003254	18.72252	24.48502	17.1811	25.64538	10.59487	20.45157	54.84829	62.40791	21.11472	17.87719	10.25311	9.252006	darkgreen	FALSE
AAEL003259	3.128224	2.608257	2.715086	1.774414	3.617703	3.522835	6.583464	7.303413	3.739629	3.420509	3.971117	1.988417	darkgreen	FALSE
AAEL003261	2.546318	1.8553	5.655779	2.46073	2.321655	3.720032	4.583647	4.266722	9.362579	13.19417	8.990714	8.045076	magenta	FALSE
AAEL003267	19.15322	17.21573	21.00203	11.58755	16.75295	14.32929	14.8338	16.28102	17.84735	19.36062	27.36151	28.1596	magenta	FALSE
AAEL003270	7.736746	11.35293	8.828846	8.780812	7.787151	10.50649	16.37443	22.37037	15.17492	12.13957	10.44553	8.197697	darkgreen	FALSE
AAEL003271	0.3205978	0.1974713	0.7973711	1.288678	0.4626469	0.4667495	1.739818	1.19804	0.476169	0.9581776	1.230954	2.539309	magenta	FALSE
AAEL003273	4.412302	4.681741	16.54015	24.58459	8.541829	11.91548	8.951186	9.066591	11.49403	7.314744	9.058886	10.72744	turquoise	FALSE
AAEL003275	21.8994	19.72149	69.86837	86.77158	48.09625	54.0016	12.99092	15.14474	30.78431	23.35531	27.51512	26.93166	turquoise	FALSE
AAEL003279	31.17297	32.32216	19.07511	15.28176	25.60266	27.55774	41.29222	23.81161	62.62994	48.17069	101.8075	60.9087	magenta	FALSE
AAEL003281	9.317439	7.937777	12.50133	19.85537	9.529285	15.10019	24.57599	28.6964	15.0519	14.5113	20.75251	28.05729	magenta	FALSE
AAEL003283	45.70493	42.83533	54.94552	49.56369	42.37588	31.44826	25.38943	35.07979	24.38361	24.25235	29.21774	26.03174	darkred	FALSE
AAEL003285	607.7615	597.8991	147.3741	126.0232	162.7492	154.8359	784.9443	653.1671	120.0634	186.3959	261.8143	221.0599	brown	FALSE
AAEL003291	2.745551	2.682457	4.564453	3.479345	6.531834	5.789009	2.748708	2.14994	4.054404	3.324719	5.816113	6.942354	brown	TRUE
AAEL003293	7.393407	9.545394	30.90887	41.54675	29.63162	34.32617	19.44802	24.9463	24.47967	21.68675	30.21931	28.18691	turquoise	FALSE
AAEL003294	14.00119	9.342658	2.529868	0.8374901	1.04231	2.992881	23.74424	40.5264	14.87443	11.28477	61.7779	121.2812	magenta	FALSE
AAEL003297	0.6239356	1.537246	0.1432444	0.03582827	0.08575109	0.3633483	0.9819314	2.008748	0	0	0.1774546	1.626048	brown	FALSE
AAEL003298	4.00536	0	0.8649314	0.2049504	0.08175443	0.02474382	0.03228158	0.9575625	0.5006563	64.59549	0.1691839	0	darkgrey	FALSE
AAEL003299	51.75837	29.96553	56.03816	27.35703	56.57274	64.43152	49.24555	69.70499	237.2995	141.3191	385.1994	300.7034	magenta	FALSE
AAEL003303	28.74177	30.62405	249.1324	521.7518	99.45455	215.5852	110.7553	148.2482	178.3865	106.9724	136.3295	145.45	turquoise	FALSE
AAEL003306	57.98606	48.9719	38.88548	31.69541	38.06671	30.75104	43.2007	41.12659	41.77951	34.93877	48.05892	47.55222	turquoise	TRUE
AAEL003312	2.321888	5.79215	38.78039	69.39818	14.88651	44.98311	6.331706	6.807837	3.793452	1.9951	3.863178	7.296923	turquoise	FALSE
AAEL003314	25.70636	21.98539	55.62769	54.45749	23.27466	30.99499	10.03857	11.08408	21.79898	14.01613	22.22998	15.0443	turquoise	FALSE
AAEL003316	13.30968	14.5088	18.06285	14.87326	20.9374	15.85226	18.60284	20.34065	29.60497	26.49544	38.15386	37.45599	magenta	FALSE
AAEL003325	30.4537	37.85533	69.03352	101.9128	38.79946	49.37298	16.33369	17.27866	30.09325	21.01991	30.55214	28.19163	turquoise	FALSE
AAEL003327	2.241124	2.223485	7.752357	9.392795	3.026359	3.575618	0.9917431	0.9339012	2.278664	2.12406	2.181711	2.882266	turquoise	FALSE
AAEL003331	3.120516	2.212197	1.62207	1.724276	1.707391	1.00413	1.581609	2.572538	1.209701	1.217119	2.511825	3.008665	brown	FALSE
AAEL003336	9.844525	11.12323	15.65533	22.57609	11.6857	10.23089	17.55853	19.98014	24.84278	21.27044	28.81042	27.34777	magenta	FALSE
AAEL003344	30.23752	31.62182	48.44411	52.58956	38.47776	47.73195	53.4187	50.21282	62.68069	53.85451	38.66865	52.74617	magenta	FALSE
AAEL003345	2360.599	2627.581	912.4426	966.1022	1382.336	1161.748	1006.099	703.6342	540.8277	472.2648	1893.388	1114.613	brown	FALSE
AAEL003347	10.9915	9.674885	19.34924	10.65482	18.11754	18.90692	6.112508	7.559971	19.89013	22.93937	20.19077	18.99108	brown	TRUE
AAEL003352	35.47107	44.99424	199.9887	261.8092	125.1204	209.5816	327.9049	315.606	205.786	172.6375	164.2011	175.3748	darkgreen	FALSE
AAEL003355	13.02031	13.04036	111.0632	277.3656	28.28214	63.51661	3.389312	9.219905	51.33339	12.0486	7.225618	18.90543	turquoise	FALSE
AAEL003359	16.97882	16.60344	37.74694	45.60281	28.4888	31.56056	14.33049	16.18955	25.23539	19.14406	25.93141	27.11472	turquoise	FALSE
AAEL003361	0.9293445	1.652068	15.88052	34.36012	7.33369	9.101604	0.8714163	1.136205	7.9499	2.109534	1.114144	2.100971	turquoise	FALSE
AAEL003363	34.57242	33.35676	55.50375	33.47987	61.09057	55.7156	30.79606	29.08984	51.12875	56.35031	73.53533	73.02618	magenta	FALSE
AAEL003365	50.99347	44.34677	10.73258	9.690873	12.78895	11.22862	83.48572	75.10296	18.66379	14.98367	42.55391	32.65877	brown	FALSE
AAEL003366	14.26733	13.48933	12.51001	11.89499	13.42862	11.62715	12.52809	14.31233	13.90054	11.99669	12.24437	12.49825	turquoise	TRUE
AAEL003368	19.32352	17.73056	24.01318	26.7351	14.83196	17.46764	10.89535	14.61271	13.60413	12.00972	22.87831	17.89164	turquoise	FALSE
AAEL003371	26.48604	29.63428	87.1901	187.187	30.22985	71.80025	15.0889	19.92182	37.26343	13.11482	47.41388	43.25793	turquoise	FALSE
AAEL003373	10.0497	11.99097	34.9078	67.59142	13.46452	22.64126	4.392405	3.459667	11.45546	7.868651	6.058813	6.39622	turquoise	FALSE
AAEL003377	34.03139	27.02972	21.57244	29.21711	13.3628	18.00432	41.33632	37.87185	12.83427	11.50217	15.56084	13.99611	brown	FALSE
AAEL003383	21.83036	22.15262	26.92221	32.91736	16.03743	24.66144	25.69667	28.71249	20.25504	14.04251	32.60743	22.71203	turquoise	FALSE
AAEL003385	34.73024	37.84147	102.2822	104.2724	101.3665	106.9057	61.29262	66.09864	111.9398	102.2303	131.3753	142.4053	brown	TRUE
AAEL003388	11.24707	12.30606	42.23526	79.23719	20.7783	29.65711	8.495901	8.756745	19.74071	10.3039	11.62177	13.89168	turquoise	FALSE
AAEL003391	4.548361	5.115874	13.08373	22.08164	5.848339	9.51211	3.160988	3.441726	5.954426	4.352161	3.988197	5.291517	turquoise	FALSE
AAEL003393	1054.094	1311.242	970.3748	976.3172	767.6213	899.2899	1421.213	1510.341	1178.855	954.0125	686.3497	665.7168	darkgreen	FALSE
AAEL003394	7.088295	7.104025	12.48091	18.10944	7.232089	12.556	22.19986	25.2795	12.31231	9.560155	11.17339	9.623226	darkgreen	FALSE
AAEL003396	5767.879	5660.089	5279.097	4528.237	6953.605	7052.234	3846.695	3692.406	3651.962	3988.58	4225.029	4606.059	darkred	FALSE
AAEL003397	46.46778	55.87786	61.78986	61.94679	45.77688	59.53599	66.48366	90.85023	56.37221	38.4966	60.3799	64.23431	magenta	FALSE
AAEL003402	20.81587	14.26247	20.29996	24.75243	14.98526	13.80402	4.603509	3.415414	14.52818	9.634731	13.92575	10.50518	turquoise	FALSE
AAEL003403	1.399741	1.638116	21.4951	43.37697	4.05269	17.07908	3.063763	4.238197	14.62209	3.881299	3.768706	7.438824	turquoise	FALSE
AAEL003405	21.43799	15.89811	12.17759	8.947205	19.87808	13.59283	48.08644	37.49187	19.48435	24.13323	31.22241	21.78067	turquoise	TRUE
AAEL003406	0.1061906	0.1471676	5.180635	21.03736	0.7005309	4.737386	0.0864412	0.1373619	1.93207	0.555405	0.6795419	0.6918623	turquoise	FALSE
AAEL003409	27.60767	30.3315	40.99177	39.75351	45.11071	53.77407	76.11565	63.24584	57.40614	50.49354	45.78025	54.00756	darkgreen	FALSE
AAEL003412	20.32352	19.15794	41.77254	47.37148	24.54412	27.93196	6.259791	10.48019	12.95125	9.285629	12.71264	15.05178	turquoise	FALSE
AAEL003413	87.77967	70.31229	31.71165	18.9135	36.44218	44.07893	112.8893	88.42767	43.77157	43.82332	95.65637	60.53494	turquoise	TRUE
AAEL003415	28.5617	32.74124	56.86927	74.50225	44.03014	47.18986	35.50874	36.90095	35.47969	32.53106	72.17021	76.489	magenta	FALSE
AAEL003417	54.93138	68.3717	76.3313	70.49344	92.49713	99.38819	194.1128	221.4626	362.9302	379.1553	412.1945	371.0622	magenta	FALSE
AAEL003418	307.1114	293.7223	119.0031	153.0674	129.0677	139.7519	376.0161	309.4359	126.3032	126.5317	180.857	160.4195	brown	FALSE
AAEL003419	7.943846	6.813941	5.966636	4.105437	5.741895	4.197749	6.817706	8.761822	6.044975	4.807012	5.606469	6.585132	turquoise	TRUE
AAEL003423	116.2963	121.4247	130.2336	101.6897	108.6784	106.6261	488.5207	527.3403	506.9545	457.0767	211.8968	249.2913	darkgreen	FALSE
AAEL003425	24.02551	22.10627	11.87189	9.91166	13.40876	8.1742	27.26917	33.80761	11.0839	12.99957	14.05701	16.04841	brown	FALSE
AAEL003427	6815.753	6233.634	6495.281	5179.032	8671.341	8335.745	4959.516	4887.982	5518.54	5694.172	5516.317	6292.744	darkred	FALSE
AAEL003430	39.24413	44.18281	67.54448	92.51731	45.78691	56.75073	45.42184	47.99026	67.76754	55.51519	104.0274	78.8522	magenta	FALSE
AAEL003431	36.88441	38.19117	41.17199	57.95326	40.24801	43.96441	65.17413	51.66004	49.7767	58.25469	86.70827	80.8191	magenta	FALSE
AAEL003433	36.41011	31.93596	34.25195	44.83602	25.65305	30.49231	27.42537	22.468	22.25021	21.11061	30.34365	22.09642	turquoise	FALSE
AAEL003434	45.85926	34.4889	27.71455	14.58013	51.59095	12.54888	3.317847	3.188362	5.689835	32.51777	1.824361	2.219364	magenta	TRUE
AAEL003438	3.774071	3.559158	9.151651	11.71434	5.3588	5.963672	3.762949	3.601255	5.364982	3.420604	3.858489	3.329336	turquoise	FALSE
AAEL003443	10.50292	7.714571	10.00682	12.43913	4.178865	9.731571	14.06405	13.99353	2.885906	1.137898	3.002089	2.294401	darkgreen	FALSE
AAEL003444	3.048466	5.421841	2.099619	1.050313	1.696822	3.899256	1.302792	1.314438	2.150679	4.44162	0.6502646	0.9930813	magenta	TRUE
AAEL003445	18.13874	19.37529	23.88444	30.3201	17.61122	20.25483	7.620791	11.76692	16.54676	14.21744	17.11414	18.62162	turquoise	FALSE
AAEL003447	9.200089	11.25696	17.88689	21.56022	11.72153	15.28175	22.19727	23.33679	18.61937	14.24369	21.74618	18.74156	magenta	FALSE
AAEL003448	3.845292	2.049661	3.65008	7.261196	4.969752	6.228828	0.4213652	0.1913093	2.196628	1.381311	0.3785699	1.700442	turquoise	FALSE
AAEL003449	3.113072	2.923127	16.39161	29.77261	6.047997	9.585257	3.153853	4.070656	10.89334	5.258843	6.063026	6.380446	turquoise	FALSE
AAEL003452	30.13251	38.72329	90.81355	75.3433	76.07849	138.9333	54.71728	61.44014	80.93042	79.43928	59.84978	69.93085	brown	TRUE
AAEL003453	43.02673	34.9381	69.11932	56.08198	62.04587	76.5612	53.02032	58.23848	62.32147	49.31888	138.1403	145.7073	magenta	FALSE
AAEL003454	38.46988	37.49259	63.3637	60.20274	47.36675	52.84914	50.0246	53.67771	63.06952	52.81453	57.51408	65.76164	magenta	FALSE
AAEL003455	10.12374	10.86661	28.28382	40.26605	18.8755	26.4278	26.54061	25.54901	23.88122	19.07751	29.66114	20.71206	turquoise	FALSE
AAEL003457	141.6957	133.3211	77.70437	48.99625	85.81164	62.12355	285.5959	276.6346	177.8196	140.3574	89.39582	75.65231	darkgreen	FALSE
AAEL003459	24.04171	19.94604	76.41002	67.61866	33.10935	51.83921	27.42521	36.24683	37.04405	33.11638	83.58796	59.17042	turquoise	FALSE
AAEL003461	34.21987	36.12915	65.9817	76.95855	65.69514	77.80507	32.12246	38.7301	54.67357	43.41513	42.13196	41.93552	turquoise	FALSE
AAEL003462	3.770863	4.090865	4.161052	3.31088	4.654233	2.823375	1.148607	1.15388	1.788607	1.944994	1.245458	0.801848	darkred	FALSE
AAEL003465	5.858508	5.412797	23.00672	33.02161	9.662024	18.34107	5.354596	5.052146	9.00668	5.836484	7.980358	9.138706	turquoise	FALSE
AAEL003467	35.40358	25.18961	130.2092	100.003	189.3841	154.0013	41.03796	50.15481	212.1531	215.6775	328.3255	185.6989	magenta	FALSE
AAEL003469	7.12168	7.012754	22.40967	34.86823	10.98545	24.86823	33.94404	43.82522	30.38712	20.35118	29.92928	36.89477	magenta	FALSE
AAEL003474	5.009745	3.407876	6.066711	6.852032	5.41357	5.787896	6.27389	5.768188	9.668876	8.021108	7.539075	6.920423	magenta	FALSE
AAEL003476	3.403839	2.748464	4.202811	8.228976	4.174903	4.229772	1.397037	1.924002	1.954252	1.838002	1.952454	2.302109	turquoise	FALSE
AAEL003480	1.116513	1.452619	4.96969	6.653419	2.959372	5.018676	1.057249	1.375482	3.316611	2.519736	2.46911	2.130798	turquoise	FALSE
AAEL003481	14.40875	12.54392	9.740619	7.910882	11.57983	8.554258	15.73799	14.06124	11.73823	11.28808	21.06741	15.25297	turquoise	TRUE
AAEL003482	25.3805	11.99958	18.77812	10.33291	38.99687	17.93927	33.57284	31.89025	44.39644	37.11278	71.3956	55.47504	magenta	FALSE
AAEL003483	123.625	113.6179	71.25428	40.00157	69.23317	136.592	916.7265	823.5544	134.8087	111.9344	841.0712	673.249	magenta	FALSE
AAEL003487	29.03753	31.7811	52.26223	63.61033	31.35224	45.66824	18.1083	20.25435	36.96694	26.22543	34.13533	35.17742	turquoise	FALSE
AAEL003489	17.23941	18.07525	48.31199	56.27099	45.65351	44.68466	19.2191	21.77357	29.80202	30.43453	33.54172	31.75994	turquoise	FALSE
AAEL003491	17.59879	20.66213	27.72973	21.11618	26.40506	27.77937	35.65798	32.91556	36.52564	32.55786	37.15727	37.83749	darkred	TRUE
AAEL003492	95.0391	99.18062	129.1608	89.75233	119.0854	150.2293	154.1783	188.198	168.4537	167.5129	186.2065	204.6719	darkred	TRUE
AAEL003493	30.53042	31.60217	43.95622	39.17842	32.32321	36.25827	46.33488	41.18806	42.348	38.19999	52.80569	57.59197	magenta	FALSE
AAEL003495	3.381861	4.40843	17.21949	26.80779	6.585274	10.90565	4.538195	5.34189	10.2572	6.754973	5.742476	7.314654	turquoise	FALSE
AAEL003497	77.97128	63.06524	104.302	133.0156	86.63463	77.83971	63.2525	60.63069	143.2038	108.5941	79.63066	87.31428	turquoise	FALSE
AAEL003505	101.0829	91.33485	80.51849	53.96924	80.73236	72.71409	79.98989	83.21291	75.88391	79.45693	124.0252	119.4808	turquoise	TRUE
AAEL003509	24.12393	22.33073	50.62054	76.24217	24.48074	32.75023	18.11535	16.94957	26.55089	16.3894	23.96856	23.21	turquoise	FALSE
AAEL003510	2.447571	2.592293	22.40821	60.26378	5.611868	26.74376	5.831327	6.177626	11.26045	4.371224	7.589385	9.288854	turquoise	FALSE
AAEL003514	14.85734	15.67278	106.9657	166.688	57.87982	90.86568	45.88737	58.61357	74.62048	63.67515	69.88246	69.81088	turquoise	FALSE
AAEL003515	1.630202	1.305354	4.740691	4.563542	2.442125	3.17014	2.034757	2.085303	4.82235	5.278239	2.155966	2.51994	turquoise	FALSE
AAEL003516	3.211604	3.64766	5.048573	4.14064	4.866529	6.241339	6.577397	9.084864	6.699332	5.318965	8.552385	6.757938	magenta	FALSE
AAEL003517	2.088154	2.434579	8.475152	16.08053	4.356054	7.677768	4.047136	3.858732	5.261368	3.120456	3.966374	4.153883	turquoise	FALSE
AAEL003518	86.07402	92.69931	61.99421	65.9834	57.42697	54.56423	81.65019	72.16169	34.77116	35.37514	68.20397	57.0302	brown	FALSE
AAEL003519	15.07708	13.22869	32.09032	39.81648	24.33675	22.86491	12.65657	12.27956	32.73464	25.79676	33.25511	26.80501	turquoise	FALSE
AAEL003521	175.3079	168.4878	105.501	91.3152	114.7938	108.4765	165.5029	136.3292	48.8399	46.34913	106.0329	117.9949	brown	FALSE
AAEL003524	70.22621	45.88386	26.49712	21.56621	29.23379	22.26051	89.54293	88.34415	24.40082	26.23583	18.63663	23.91746	brown	FALSE
AAEL003528	13.66985	12.78813	36.22083	48.42579	23.32164	33.2619	22.00404	23.51759	40.7336	30.30876	34.61078	27.83629	turquoise	FALSE
AAEL003529	3.717066	2.762768	10.60755	28.68989	8.227951	9.613858	3.499066	3.903845	7.170852	5.011587	5.758367	6.764734	turquoise	FALSE
AAEL003530	769.4663	713.2764	576.0944	453.961	682.8485	904.2749	320.7283	304.2098	247.3545	284.5387	274.1421	304.2651	darkred	FALSE
AAEL003534	10.43048	13.20618	73.61335	89.50972	40.45717	63.39324	6.60381	10.32741	31.5576	12.12315	34.60977	26.94614	turquoise	FALSE
AAEL003535	6.80442	7.765979	22.59981	36.00609	10.92293	16.73261	8.980395	10.41977	15.36379	10.37387	8.132349	10.79556	turquoise	FALSE
AAEL003536	31.94196	26.48172	28.72578	41.70875	20.88549	25.14039	36.63523	33.34453	22.12455	15.05293	22.31583	23.36403	darkgreen	FALSE
AAEL003540	5.004681	4.875229	34.1365	64.69261	12.46304	24.90198	6.42083	7.646542	19.72766	7.898805	8.927132	11.04966	turquoise	FALSE
AAEL003541	52.82267	50.61535	69.05908	80.81663	55.38332	67.2101	79.24886	70.09143	70.34332	65.96148	47.84224	48.04557	turquoise	FALSE
AAEL003549	3.499597	4.392475	10.80102	17.40367	6.288908	9.990804	2.848739	2.790147	6.865003	5.328334	4.676156	3.871846	turquoise	FALSE
AAEL003552	32.3557	34.52714	145.0023	156.9327	100.8167	187.9513	116.335	138.2759	192.7577	182.1641	183.9789	201.3348	brown	TRUE
AAEL003555	5.045905	5.144868	27.65797	38.30924	13.65676	24.15249	10.20998	13.61363	22.42981	16.75047	20.83479	24.04886	turquoise	FALSE
AAEL003559	4.454435	5.315913	32.8813	58.67117	15.50904	29.53032	5.388632	6.562271	20.33031	11.55648	10.90057	13.11203	turquoise	FALSE
AAEL003562	7.569272	7.319631	24.31863	36.15329	12.9475	18.02379	9.215353	10.40965	18.14171	12.97658	14.29126	15.78179	turquoise	FALSE
AAEL003568	0.7060784	0.7828326	19.97918	8.544891	28.28244	19.00992	0.833404	1.400457	12.55825	13.37385	35.45424	21.64849	brown	TRUE
AAEL003569	18.04166	28.54889	30.29254	33.19668	24.14806	29.71768	41.07221	44.61435	43.21927	36.41715	70.13363	62.92717	magenta	FALSE
AAEL003572	3.051274	3.823976	12.65787	22.73003	6.576804	9.952688	3.307629	3.868791	6.977356	4.379123	7.681481	8.347948	turquoise	FALSE
AAEL003573	11.90687	12.67049	40.58921	64.18966	24.18571	32.57709	15.91663	19.78151	27.61472	19.75439	25.86905	23.38526	turquoise	FALSE
AAEL003581	85.62241	57.14723	28.24291	43.92056	27.88338	25.50742	218.989	196.232	18.96388	14.91211	38.92881	38.15665	darkgreen	FALSE
