agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	polyAd_BmAF_a	agss_BmAF_b	polyAd_BmAF_b	agss_BmAF_c	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b	invert	module
gene961	1436.70973243283	2923.85856085332	1198.54001005716	952.021521875437	913.077757437538	787.362286369247	1293.63234529568	1437.87184237678	1174.03070523265	1668.7533589693	1120.02089796939	1069.13006591332	1300.38675803557	1112.0119158958	1416.09224701379	1160.8042382907	704.582680049411	843.006609114599	934.767063660423	809.395242328571	848.828806449655	1002.15715855351	698.032895282394	522.77507704718	751.032217093711	615.496996721244	658.277263561803	642.972091500105	360.916465094254	634.786427479314	790.171730947313	759.006236018795	684.441149978379	1175.84250957404	974.952750267755	FALSE	green
gene994	1522.28450651762	2454.49152504028	1445.21857353631	1540.83007833998	2079.809772527	2279.0952839324	1823.98169009893	1780.65229586239	1620.3361446962	1355.34737805327	1552.4844126574	1691.50809659376	1286.71409999716	1589.64594674588	1796.09483608193	1820.40688808635	1205.19147471908	1536.50767413769	987.493798961605	1549.8458771959	1618.42404831805	676.390942864622	565.024264108284	549.339375486183	713.877424379558	826.730046633448	932.563525584672	1091.64600071358	765.170313040357	748.141146672049	1777.78760670043	1311.66167587259	1238.6457233375	1174.58293022965	1057.33303408906	FALSE	green
gene387	174.677113272932	260.627425929691	227.265422440115	307.117558786788	229.209868614689	137.269573800465	216.298611710433	229.840896071102	281.267562358498	208.525120388078	215.007914616505	348.413903186828	313.790964939992	231.30657356264	235.733826100031	262.149731557174	294.624088083702	379.54496388469	263.19091808317	278.060029368945	301.948735463505	356.308204632451	343.918966688132	410.294969242792	331.86466902769	305.746712258193	392.60479342195	265.815046231847	410.917433444304	561.035307274249	298.863824569978	401.856401870662	355.805602921616	499.354116112765	308.014278219033	TRUE	green
gene582	1465.27627591783	956.832192321244	1867.94283629782	916.849046343709	1215.77285422653	1150.82930172612	2258.10273924143	1917.6364060929	1868.92891539755	1766.51677025332	1474.76895403637	1763.29023099845	1829.78408380286	1514.20771674772	1523.8697546902	1481.24330290645	1964.56848976232	2231.5023180153	1877.39932293254	1680.56862639446	1702.98797086931	2005.90528595016	1961.72431686201	1248.38610330081	2038.37102188946	2371.37924553066	1898.13313824137	2063.36392477219	1474.87377596342	1721.62674313881	1156.88988554339	1781.46174831237	1606.74148729568	1459.2822451734	2037.01224423645	TRUE	green
gene786	2269.63303654819	926.036777101613	5838.68235035893	5280.80411680768	4295.29093798969	3693.82215461826	8583.1028575452	7197.27475302313	7729.86084167714	6157.82376267918	7468.93371106252	6629.91153577759	9829.30720672815	6692.95479392936	6636.02426332166	6501.7691563106	12204.5138428909	12932.3973176546	10692.3005845734	11042.9179838208	10221.7222926147	12482.0539611778	12916.3532008803	9664.7707831438	12921.9597781902	14765.6952962028	14227.7269212935	14517.499911129	19282.6516060241	10130.837464151	11403.5216582106	9043.50506843305	11188.8288930892	5833.60090843727	7459.03853936436	TRUE	green
gene870	306.728191194335	271.893185480474	1827.54573469161	1372.88949654376	764.719820697473	1376.25207405262	995.752812453659	1767.66234082081	1365.76706244649	1420.71637808586	916.388154274201	1101.62312738448	936.780621421801	1014.27149466852	970.500793299466	845.117315410906	1707.95050847525	1427.47612752209	2356.3081368015	1486.93818311156	1897.99200269828	2354.09794455862	1863.86702230446	3539.38846224462	3775.24091934031	2680.94062641261	2271.23704055711	1945.69179192605	4462.32805316111	3901.95851169924	3379.9339650477	1764.29396360505	1593.50977883666	2395.10613296234	1207.82684961275	TRUE	green
gene996	6275.44014332771	3999.44689849013	3461.03792537229	3845.53892064232	2161.92509251454	2285.25188842787	165.91449913859	237.550092407461	1348.5714466565	690.879637838434	4518.55242846228	4068.62412070677	7659.75962955472	5029.41602993098	6014.51491736946	7330.79401590044	13345.5039686636	15827.0280597829	5441.28271669193	14088.8766508228	8152.90048816634	19774.4881531598	20645.2068530397	17991.9632259235	7489.23362850986	22516.9557726731	5849.10076769677	21444.9409393513	19035.7655589712	16727.1565902813	12887.1384991301	3418.61312496124	31555.0254757305	2377.33912357111	6459.33060188416	TRUE	green
gene15	10.5722839474159	18.9467370874254	187.919707940423	275.123032612742	317.010540939916	215.708058494882	478.185066129464	374.08615484013	367.912543226747	192.40145156867	368.9610951407	180.083072035427	195.026987625712	339.30229414674	286.528743462621	269.904989586147	125.822372134567	114.996484748775	149.486732729769	198.809711396266	176.577549721899	208.165633176433	122.449563749536	196.248555993164	168.768423067838	139.325758928521	164.3972822034	203.491573054632	122.543160384982	80.2906823355665	188.460152915568	452.420663519805	295.468195650351	266.76095389203	139.897597340076	FALSE	lightgreen
gene163	305.322463329626	66.043841470969	1052.75651261887	368.44177532049	619.702205133995	565.05562654784	734.326020917352	982.708049311677	697.670608540441	698.715620125342	563.337826153189	558.365215633233	407.51658547102	482.762733363487	434.070840063607	337.607716526994	361.332571179156	306.821731895964	351.728228930514	358.020890269939	657.666027789758	39.6068179463899	72.2901211068976	221.890022255203	254.775311121165	165.120353286777	321.993306508165	238.782698195301	68.3211170488173	537.639386540404	523.982808258626	738.67658297205	372.630455297626	1237.50262312701	405.391059080734	FALSE	lightgreen
gene195	1277.76004290567	874.112876232549	1223.6282488239	968.50291798669	579.782188264015	817.154804824464	1602.66833324575	1855.86349834289	2325.22262836469	1501.2396467183	906.848603651138	1108.06406946879	1194.68095932741	935.820278618286	878.105987454761	877.476658936664	768.342712049329	800.20711636931	801.793879334928	914.6367805183	850.353468470024	321.976960001067	338.05473094358	422.160385615222	513.934193477084	732.312853964316	533.5331069735	676.749171030607	482.093117814364	933.720713154738	922.539810445895	895.679777943218	532.458331553081	870.444531268962	948.352225848986	FALSE	lightgreen
gene196	2378.07379295334	959.197859761078	1134.72213490709	835.490778833955	738.596785696606	932.337030364798	1759.15584824827	1886.7092618025	2396.64830338211	1718.26412116602	1429.59216131063	1432.64952460713	1026.1061946142	1492.81740869726	1308.83985020221	1192.7491955086	938.537012026168	1035.06686770763	809.228828471131	1200.6635148161	1039.68181784559	897.400169841675	720.119479871911	430.902418208661	694.772361427377	1162.00277963224	641.763851243267	685.86857983552	354.642285436108	1237.09298735111	1000.82520717996	899.204463960837	594.131630887791	866.824611062962	1103.99258033431	FALSE	lightgreen
gene246	863.462746925904	1301.33307549764	1196.02103725562	804.702617738976	749.108477653425	807.289452244933	1266.61207052972	1405.54942727858	1233.39990733598	1086.57729989704	908.716140581656	765.671538464206	1063.77029134487	961.766449806403	1056.41092245718	862.140957064042	649.152513349149	673.547563167496	621.784624947949	577.810740254223	992.327682146978	232.74775520778	333.887513788108	572.119755635934	473.614324097909	505.172838011769	488.432544914524	549.412045283541	326.833952957798	1117.51759401708	1004.6450943481	1163.41015392593	854.990855804525	862.110349546339	1195.45016708907	FALSE	lightgreen
gene400	60.4822492535749	107.243078211855	732.617036890278	1365.68003437756	1049.42343436737	1345.95386356881	851.505103610679	1805.808793614	1145.93711549627	650.613385081763	790.788309740497	822.950731715329	352.730800266505	653.355582037791	806.966478985009	850.478546361562	406.076973735404	414.967921953077	464.336056407659	423.194490042994	1161.18576286254	320.959434156748	306.742383891948	550.351982629936	480.656019261667	271.649613471795	477.180385352544	473.829142245212	568.469541044931	1089.62812138991	597.316444872927	1050.87864160433	578.72541703241	1276.36994336564	869.791206632756	FALSE	lightgreen
gene401	219.101203873511	491.909241057887	907.364739400986	573.821659761125	791.00922280165	907.338780788926	1110.09159243066	1095.208312684	1443.08124519583	750.706394609896	895.756382293023	917.328635413017	485.918624845186	824.988189403243	742.386528124489	809.237243889757	452.397926979078	432.514121298365	284.759707464628	434.844930008981	760.905173799528	305.985307805541	517.96260342793	408.22239821682	252.398694866616	200.586188728618	317.995560732545	189.169355879862	251.363703234314	299.169510230791	597.150966276461	435.431251280638	351.609808997717	524.577379185945	616.357980416543	FALSE	lightgreen
gene445	12.79625356731	27.1228343513881	270.011584414506	268.45304575176	322.903519410285	501.722092453265	430.000662255181	402.411972901236	374.64530204506	269.676639758306	276.353803566169	377.215884133571	251.150240189958	234.730648048025	341.715359381916	284.444008773338	118.42170166927	95.8233170289547	55.4228167173998	36.5939658679382	130.772743104969	72.6973470789778	33.1716879629337	113.82198885395	74.9552901666511	75.7685939889197	57.1224572193655	132.269703942502	331.55957919073	86.895571370883	0	142.152906051624	83.4526085273942	173.802521566645	167.095611788919	FALSE	lightgreen
gene454	1085.57258337499	675.468036772713	1053.36885160527	860.630879707524	963.435391610184	630.487529669176	1533.94726474	903.094656298617	1455.09541271976	492.01674888579	822.666339862592	734.239505343273	349.187359525507	720.546709159166	953.179048505617	914.402198064407	326.967935933055	436.386650847732	195.951151415914	530.746371170589	401.509440878513	751.438882937711	228.143327750729	257.012350673893	224.994312016031	526.321126101603	182.630362208667	111.691558406343	6.84105425946928	201.204626567104	209.249302563123	619.353724530342	784.453152978467	854.281349796603	894.606389602911	FALSE	lightgreen
gene532	1165.10288613282	964.966608150836	467.192321764546	1177.72586487169	526.352474399368	507.445968814216	1104.07210899992	1160.36792429302	935.663610234389	848.378926556509	896.907978817026	1093.85535970495	572.657594780242	776.574513933858	847.427641397729	788.093501404914	298.835823856159	515.563505708332	266.108741569085	489.256530509052	360.245768548043	185.021252539244	336.036109832844	127.03473058118	339.978736416215	0	283.896665799026	179.540389700694	161.619906879962	516.831933712902	803.973228144067	348.969342796159	599.271980236752	613.881972311966	709.668089011141	FALSE	lightgreen
gene535	1538.91981773652	656.521185057164	1705.37837297664	1330.25881591106	1113.14681106692	979.624117304845	2529.61047702774	1749.42823039975	2219.10940001868	1918.82674567282	1841.94236967461	1680.37530994628	1665.55771562504	1954.67879414634	1838.70478973585	1539.67090890007	858.684360436122	914.729237286407	502.18954441806	754.767488702732	1061.46913886702	628.621860920669	352.956370092178	688.70485129046	522.665844686799	346.325262311337	478.917291047013	1271.27439149247	691.665190186964	835.390261370341	1531.38667461974	1228.59382643116	836.308560461732	1221.81744970945	1357.51028719092	FALSE	lightgreen
gene560	5.64369913569569	20.9079165908707	221.886099833939	233.800305354548	351.093301756255	253.636024685562	222.315754530892	478.363879435347	343.649795841915	248.193949908805	222.845742137528	346.930462398419	236.307119851021	193.154958169558	241.123363129881	213.975334606028	159.858651368851	201.091056710455	200.297959479856	218.351437506914	172.084305838749	128.171285563194	204.822009802877	131.79162341596	159.660474162894	66.8344287113147	175.384201071261	145.167739777432	175.478471163529	151.401501179207	134.489575683029	191.29110774365	138.670438090858	97.6066027957685	163.654366848316	FALSE	lightgreen
gene573	7.22303255807286	21.8873973541885	811.810191275384	175.846066079989	228.410078546952	344.637723375938	1422.99243559371	1076.83280489351	1483.64457990971	1121.07899081477	928.974189174237	839.2008599603	937.315614459393	782.522597446967	1010.00837834416	960.707500227224	717.292398025627	740.144406950306	518.722840470291	743.803863356288	988.694624993732	386.821382786137	277.061501747513	966.134657468432	432.081858509486	428.400916594328	476.73850700132	408.238933987784	309.597478812261	817.720990380537	762.440082504101	549.313311164499	647.310416760736	320.357455958612	607.003794772831	FALSE	lightgreen
gene593	365.229665690432	957.145020646396	858.866662325054	625.744325006474	858.393989292826	1267.43392980888	2786.19242435792	2126.20209080846	2649.07191183302	1793.64727404943	2304.7972849047	2635.2519857761	1221.53061472887	1714.95103262298	1474.45686223345	1583.57003753708	898.857353999286	1160.32942282052	785.388935608761	1039.94409211278	986.557950826894	1133.14713997909	833.072071379662	575.190640214945	569.58718535665	693.505483804465	963.029423056534	1561.26782925585	560.376240673703	1389.89390494299	1737.477481999	1596.75992579172	960.927738659485	928.190094498282	1822.4646763028	FALSE	lightgreen
gene608	317.025084383619	38.6518875494032	718.956238442222	678.574027085194	381.911982757312	771.179740695871	1155.18455723426	1592.84732663047	1498.36699651016	1171.77514687542	409.966097678048	552.741514550478	404.191213021685	667.565333485698	728.01486759777	572.321946879566	346.909202221103	194.555242029434	343.568369500911	290.711681439807	367.045267768311	8.03257896835159	197.40007932268	352.117534123111	194.186782596974	199.730367282186	180.718392920776	43.8447983893158	0	277.068666092406	202.829436608489	623.229800199694	181.86932782585	250.609623151147	468.378593727692	FALSE	lightgreen
gene609	2212.62635539733	1140.8622274108	1177.87291900677	1475.91756398362	1400.37204796459	1495.43354032396	2215.35359802194	2942.23744172688	1298.21181027019	1519.19350635444	1109.0734989873	860.11134796199	662.156081305402	1061.94860230839	1514.54475720744	881.978940655938	398.528200058133	423.962440329769	421.114776664431	365.136564863888	495.287704437051	0	224.594431541273	345.299036019886	259.500158723138	0	300.241651693421	573.451078152626	0	0	113.002416654201	1019.6387268914	236.370064927598	902.05194608201	527.984278669197	FALSE	lightgreen
gene630	146.290966923416	331.012610468467	919.99599449316	1178.42344236866	1520.87578130089	1125.70123640468	1767.55859549655	2552.75275656941	2628.27353983119	2428.24756701117	1843.48184794558	1751.10732831426	1601.35394809774	1890.60166902062	1750.83339613046	1780.30332346089	793.132320813548	964.069552616136	804.646386597471	890.260142148685	1790.64307945297	1052.0841365515	1997.77330888766	1288.07975143002	965.960125412828	1182.18222475271	721.463687586654	1168.9814791864	980.413548721342	1210.97166024385	1968.46069071812	1195.33223410022	1401.60319010548	938.406367385058	1576.27397399689	FALSE	lightgreen
gene635	6.68439725631797	26.574845420092	334.926681541467	498.916036154016	441.263960313037	373.971716304865	372.799721533852	509.035912301702	429.771422938994	396.22035352437	253.664534993393	367.976455797398	418.238936606101	292.566183976072	290.233423866877	288.953416458448	228.834120298181	159.223404457458	145.115578206102	198.410575228708	300.859462239443	56.9985246386908	167.730974562336	186.461479450739	107.083383792654	252.217252508095	157.888215898253	195.768516127968	132.807666690497	482.89110376105	340.877634789982	387.87232718506	138.560132060558	294.475543429495	135.144599769455	FALSE	lightgreen
gene639	35.1309819902361	184.16198998617	25.7031179476667	360.837708645301	512.242504653916	228.731765214407	2490.29762516589	1982.70231414846	3102.51850103511	965.742659539092	1301.84717287283	1336.98704408629	809.290851690546	1018.81223146906	1363.54861715633	1301.19320069443	839.64519891449	811.373024347105	261.266209414061	683.203981492709	621.781552067172	337.028313328191	287.066271164868	547.982981966464	261.338337096903	0	295.525048701886	0	318.460929148627	1727.09860604429	1034.08035224863	512.013707908166	419.775726417716	706.233076094611	1417.51130881243	FALSE	lightgreen
gene669	993.542980578093	268.222314476885	357.589418355437	143.93654425347	440.89846720059	559.343323745711	841.573003867454	866.830175488434	1092.24908083809	1445.58450605472	1068.80711570624	884.546710075016	434.221372631774	583.310626874161	474.989908679082	481.233724529352	332.470119011055	614.548225017655	444.553758966486	430.502250702376	361.924050109171	244.88855615011	109.152537469208	296.280335847803	451.942424565729	313.730144087204	370.179673955413	657.828721150725	220.502449604515	248.746420856307	194.326243439265	427.047108812054	206.302089100772	364.665468494346	144.334903851423	FALSE	lightgreen
gene672	942.88545325398	845.914588064208	862.471475314558	1482.72272385963	627.226196895856	881.533198807358	1536.51253550086	1720.38257383612	1816.71211636602	1076.81744795082	994.745981958517	1013.67263849088	819.209931198616	1113.65930250401	840.773609392012	1150.29482578261	240.06255488034	366.697298876603	326.852049723857	320.050136854608	432.531981752818	185.343028630617	228.302036152642	473.864922158516	213.710495862712	1.2687896281399	373.915134649127	424.529000277503	842.817884766615	165.883383900696	521.715385219807	1004.17018853572	1035.48586965108	714.958922545658	1277.71353021865	FALSE	lightgreen
gene778	819.844632821704	790.062326012484	1162.07148822003	901.085321129945	1513.99765589263	2055.87180896531	2028.21028719232	1442.80341555146	2197.84832330256	1434.30385475807	1077.81620749194	1153.90099969611	1427.74344567374	950.347667297652	907.224162821451	917.172338111351	429.480488540207	245.660598580642	362.961553601358	245.747225493304	398.297580371435	251.249535253692	374.022800509601	214.428123378182	520.711846724377	284.772783204732	506.645371204282	183.347307366226	510.181811376073	1027.47456597361	191.646677240227	1039.01680262756	479.591436084982	770.447080130162	1436.26676683456	FALSE	lightgreen
gene788	5.95088782282849	16.5359789123399	130.67107273078	18.5177106062027	267.791051314075	349.954847922122	226.339779656695	435.960476313404	580.469329063409	152.09945312004	215.833705049145	148.141966563402	146.499899248197	228.235718597401	190.560629113963	96.0490059860957	53.7101610112275	73.4179403207757	169.272982193615	109.167772238895	95.9340767149491	0	0	0	87.8409432537253	124.362797728649	63.1684515503166	130.04559249007	0	0	142.528058997808	353.483894041916	90.4788704229187	262.607624786163	522.772495637391	FALSE	lightgreen
gene790	12.2806150600747	44.7406554275936	320.374146266249	342.302629330596	390.777287508234	363.64687766761	883.26080589353	766.544889030059	724.864171054823	790.728262659084	486.681892140008	466.634948730677	247.877667098897	655.811833566557	673.894151451152	451.366963974891	398.4131922388	202.577707313609	167.959669594171	408.815337836025	682.084111274356	431.386860211282	212.233332526007	268.887168001132	201.618983134586	280.78230997734	183.400654813993	454.972198323718	365.036254915365	444.768121885177	604.998736968195	435.447447508478	338.320206089791	465.678002142256	494.387741622661	FALSE	lightgreen
gene793	1554.15740043929	539.235572995658	830.342547188607	779.454301600396	839.430775383706	696.73579494534	1427.73006708542	1187.67094708185	1656.66803165063	881.31300443308	953.156926230039	1150.48146804321	776.208200458953	809.213052757969	959.455505475005	924.648193364027	691.371243627077	617.702467543524	189.0331931229	421.668626382808	450.849081476062	221.24629260244	318.678266407739	378.946548194831	162.117064536154	315.393635027279	161.797978821644	356.906125596789	659.953594107896	868.862589965938	351.377020377927	526.571771331726	254.924542237505	469.356501687042	740.604942949422	FALSE	lightgreen
gene90	158.131319146615	21.0622256505781	390.766479321296	431.512054675499	310.775011270767	427.56077088549	378.404397136265	389.392228862616	342.675477098764	295.038015503192	297.111269623611	215.703848005401	327.28963845379	241.417233488334	414.605033616445	324.461049813388	147.541261264907	111.345038082139	151.418011500744	138.688311013625	208.980220298014	49.1945308346448	60.157513368677	120.624170561302	149.245767564008	203.050703776094	146.233054795441	39.9789548046879	66.6776881358062	393.967100970553	208.063962528289	180.959250333418	206.071720241424	245.413796986607	330.062155087743	FALSE	lightgreen
gene357	759.340109244756	899.302615019178	634.466218925811	1540.15861090558	501.374351369537	933.491124222694	367.98470026864	451.364055588174	319.08529311777	545.412950573623	668.48956652013	764.397545466293	1165.66326089065	849.066954691145	1063.74012094143	1232.28336115473	953.778154657381	1137.29512353178	1178.28505142579	1053.64575266976	725.618259592448	1393.0430382382	1233.57226209355	1833.61414145332	1289.48289150725	1330.50871683077	1491.54145903013	1443.39860094351	1594.44232608647	190.973882843353	679.599571812813	863.480744692585	1446.22423285108	634.074803821726	1112.47379443901	TRUE	lightgreen
gene413	4530.22674160972	6162.04698702532	5369.32546292421	5272.29276235249	5916.5108327126	5074.50785204128	1323.0908412673	794.6118732799	1282.52345002524	2232.19474084866	2869.83809287232	2974.6505340845	3386.55695844648	3668.1540270622	3027.66690249344	3732.60808066094	3376.69976443696	3596.29983436143	4609.27302593799	4119.90141294311	3719.51992190324	4428.90710040567	6689.82365465935	5385.91431183193	4954.6438875906	5552.01194780216	5702.08009406566	6603.57936228759	5892.69245739328	3379.51016762603	4079.37029932509	2605.92715859695	5728.47990831707	2051.95497071407	4667.03773888275	TRUE	lightgreen
gene481	8043.81164303255	9961.57840418379	7804.1190726749	11686.3614876852	8183.85125057238	6749.04987523827	7286.5471153159	6328.64271473157	6901.94598287142	7159.6371060336	7834.21922096141	7297.40890376308	8041.70751195702	7576.05514196669	8268.1938553107	8344.75241355366	9551.4697255805	8310.57663588008	12336.898001928	10051.2417402783	11224.9068215224	11137.7886303094	12566.9641046111	12942.1283637269	15056.659925852	11974.8897463128	12454.5244919778	9120.54541715065	10042.7314389546	6427.90480880569	10931.2548497948	10192.2236409596	10292.7096832095	9760.51733430859	6052.0879644106	TRUE	lightgreen
gene61	14.3478223936118	256.930899552277	180.25563236026	170.046246882041	784.321320763053	534.046449151545	343.587688197578	475.207842520838	183.370444421575	431.766393950997	252.307137929154	277.108181859119	311.435180455672	226.512582749425	328.543341368301	179.38708051428	539.528171416405	436.116776604783	426.953877638762	493.206744129456	444.585511482948	1081.4871580834	669.773502802746	575.022774859563	392.796468936643	127.593000267055	586.752029064236	222.73989105469	550.0484030846	146.330637503348	253.777214078587	631.57223346906	1048.4086788925	1092.34843005088	626.843720338283	TRUE	lightgreen
gene166	440.284254577692	788.853517686029	570.182985829019	519.777250233945	871.854806445085	1163.59412278978	815.077309371941	654.088398953787	1014.02780729025	1112.04715575439	836.57499034261	735.835017312022	1005.44454244128	887.690968695866	693.919819957703	509.924676706189	301.395695391261	222.677743295038	315.956824227511	136.033977422994	322.758289550146	507.750676374549	226.469512381301	320.217927419082	326.703660236866	218.132990717267	233.702341948906	296.956969038333	323.420293834608	169.861192277756	298.286434562485	411.720771555099	692.433633418054	339.74462758505	454.680850739996	FALSE	darkgreen
gene187	741.398424597281	2342.6356678075	1153.41261505875	1810.75693585507	1298.14407992239	1057.09371938412	1659.12017246307	1122.80452419691	2106.51144943543	1331.00584678461	1986.07904585337	2088.40478058672	2093.80560443701	1833.21107618228	1887.38309360869	1962.72177057039	961.219993996693	1179.20338978993	699.620152208336	970.142925319321	1324.44566656942	1117.10022960398	1152.7409467782	1024.85827643059	743.328405636991	1007.87953759238	689.3440197751	764.744911145616	750.374905602938	953.800253502075	733.807785548223	1026.76172985856	1242.93527963708	788.904878809608	876.750876312141	FALSE	darkgreen
gene193	633.471522556447	759.314153793456	1157.50778787574	963.518512189827	1002.08244127439	709.562109881592	1010.39954802793	856.758387170221	893.582852285676	1041.03512723542	1316.19975090219	1257.52210576844	1259.98273513546	1224.42902591144	1471.89230856854	1189.24896376336	318.245216089659	465.119928269805	340.231796145561	315.835804569675	724.512298176476	529.685363591277	332.856890311874	628.94272017469	363.461735793352	508.99904283515	473.882811114593	774.56888430261	658.599273028906	261.46640828646	235.713948992196	581.491123550705	741.693151649551	441.250762620668	918.144679549315	FALSE	darkgreen
gene262	63.759197655178	68.7162679721032	1385.15360814561	1620.84476979451	1267.70939525647	1007.12531833176	2246.35966426122	1707.56508455874	2812.05629229887	1330.77153017705	2043.74975842204	2327.81792939593	3216.21086834977	1834.32637555464	2336.41148216541	2383.31035058842	1103.34656267873	1271.94267980837	784.605196339415	1077.33361596016	814.042413298128	473.099642305315	594.5766110919	23.0492045658538	517.672928783031	0	440.148120608629	1790.14676340793	0	1410.0901683253	195.703727130569	1129.1513491323	1094.45951811546	903.557040635672	832.26879623418	FALSE	darkgreen
gene287	128.074413389641	165.657899634194	728.758284195983	241.315861278796	708.321988217709	470.133928687397	616.492579841376	431.95415663949	394.297025293218	903.835771495554	770.525453177564	781.697717774652	697.10258714084	838.58464022794	662.225431286071	743.416033174282	393.077914678924	487.78651228962	285.79157622594	347.669238174211	369.58054450666	245.832965347107	352.183268440526	267.687676495905	338.002406104468	211.693137596722	324.730509851032	267.137673076299	117.59394947692	162.121713492918	159.184550416575	336.602968551426	330.084843907166	514.409848200781	472.201106992098	FALSE	darkgreen
gene4	1186.58788297554	889.537239047338	1560.38221226063	1530.98624290419	2026.67421806676	2135.76031552903	2565.56147964311	2057.10180151777	2702.39771734357	2503.97680798636	2785.46389312591	2227.44960092807	2557.17779128956	2300.5667367187	2234.76644502549	2066.87243664265	1286.2498824908	1176.77401849431	595.508929192613	1085.9393382291	1085.63441162278	987.16504208033	1552.25557818835	946.114696691302	738.679520555788	1813.05012951773	642.769535582492	896.344646625519	1212.83086703027	899.237342399847	825.666104150977	1161.76417268628	1073.9684526776	904.802734345275	1601.36207328227	FALSE	darkgreen
gene423	3444.17285855448	3560.7504753203	5302.9204999421	4647.91983897998	4768.09103579186	5384.49075091721	2890.62755888809	2608.23168372938	3477.45369740268	4378.43000835691	3997.03615329805	3595.53726482226	3338.19429394073	4309.97416316031	3721.94950749081	3941.4334610092	1708.07899835299	1741.72632262234	1795.53936038784	1587.81578715025	2008.2984439971	2428.60186907425	1861.51710548934	1967.41631777896	2468.64034465247	1588.0771312967	2016.66960960925	1252.51458891743	1126.3148800912	1671.92778370414	2399.15537687361	1708.14906966286	2349.75858913279	1884.02942391431	2287.85336896102	FALSE	darkgreen
gene457	905.044115942472	874.684430674565	1749.53961538482	1407.11470427107	658.97498936605	1049.20053480092	1379.51676042663	964.684719297285	1746.61677082887	1158.28277791721	1553.92955369826	897.911630545334	1308.10682746138	964.973039934154	1004.94473608539	1149.628550016	709.516081304329	822.15949560973	443.096060039644	594.72216846889	484.155535193806	550.163625066401	657.485625018227	262.727527406435	495.919498169135	573.262222895935	446.521477402435	474.197215329732	509.284492591636	655.464248188158	171.550513515217	573.617254424864	468.124840840405	482.943929366051	629.629437151075	FALSE	darkgreen
gene528	1231.99130282669	1545.89043100943	1668.85217528288	964.298236575275	1414.43180069871	1122.61324966663	1625.05330747704	617.797214293309	887.164578826222	948.856830511127	1077.44410190637	1068.49933237605	1185.50549952208	881.983431470322	1186.53526523086	1088.90895324538	506.564934793938	367.130891828144	186.149219846544	361.898394990117	316.285796175439	499.235782343519	401.153988111333	574.956237555487	188.355744563353	450.584668977764	271.138611687162	333.904156694948	558.437976717713	350.283702210088	291.532909687331	445.372338257113	395.81575794793	296.982182030117	613.09749276992	FALSE	darkgreen
gene618	181.01428843074	1270.51976222574	2152.02986979158	1278.92694504423	2256.3344360083	2216.30660190937	1183.6951813285	1094.25732632102	1252.79514419874	2084.03362976437	2434.44684383253	2510.95269841255	2113.68000717614	2029.81632203371	1601.73370808159	1893.78791570295	1409.47153489461	1603.12948921196	1613.13452906512	1282.4279812058	1223.75379393858	1064.2598920958	663.797891003425	700.872121091309	1491.42487916359	783.125153813013	1183.05774215972	1192.57784377472	986.742209547797	1142.6713603491	729.585617810569	450.943087385207	650.445885190257	761.193005451255	993.814045873596	FALSE	darkgreen
gene627	2131.52915579685	2056.20711504321	1600.98960652338	1779.84330261818	2943.97654681507	2629.90285317293	5079.70804965299	4505.78145355645	4206.73462039632	3571.1519320398	3276.1774369132	3411.25647946308	3892.36926588076	3458.23445591306	3119.55666351027	2984.40371789564	1513.15274533783	827.037142744689	1050.08525958409	1602.26983069677	2052.44216515465	1728.09703203995	1253.61699205742	1732.62901877481	1064.0721751191	2389.9183943842	1404.64789371782	1645.41584935142	1782.41353431138	2174.75937326019	1753.96949588261	2398.34283042225	2150.77740803028	2099.79897479268	2290.20070892218	FALSE	darkgreen
gene651	2445.2880429319	1610.68258145551	2105.51519246066	2598.80833535534	2505.96822114851	3161.0199932025	1721.05864521503	1195.33384038146	1727.89267684407	2700.57206408024	2721.01604985851	2461.78317978929	3129.68855873333	2929.34026098605	2554.05229255669	2429.84489935508	1785.87036601888	1576.30870876787	1282.20678105623	1248.70971919627	1434.06235562912	1926.84201712445	1863.7460066469	2089.34550311603	1513.88499069784	2279.36342114754	1476.55944347308	1615.50495240736	1811.95491196754	1441.03324264256	1795.37986825487	930.031385790218	1312.21320673066	1338.4790540947	1309.32377065219	FALSE	darkgreen
